序号（6位数的ID只可使用9开头）,类型,等级,挂载点类型（1武将，2战器，3战法，4将魂）,额外增加战力,前置条件,是否可封印,触发条件,是否被动技能,是否团队被动(0|非团队 1|团队),范围,覆盖方式,影响属性,刷新时间(0不刷新|其他刷新),持续时间(0一直存在|其他持续n回合),特效名称,特效目标(0|自己 1|对方),特效位置(0|原点 1|前方 2|后方 3|上方 4|下方 5|左方 6|右方),特效方向(0|原点 1|向前 2|向后 3|向上 4|向下 5|向左 6|向右),类型参数(属性值除以1000填写),单挑几率,单挑被杀死,不受减益,异性伤害提升,技能伤害提升,技能减伤,普攻提高,普攻减伤,防御提高,枪兵减伤,骑兵减伤,弓兵减伤,血量增加,速度变化,攻击范围变化（CSVZhanfa）,被动技能触发几率值,护甲,破甲,抗性,破法,铁壁,穿透,大片图片名,小图标名称,技能名称,技能说明
92212,1023,-1,1,0,0,0,0,1,0,15,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,蜀国全属性
92213,1023,-1,1,0,0,0,0,1,0,16,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,吴国全属性
92214,1023,-1,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,群雄全属性
92215,10064,-1,1,0,0,0,0,1,0,3,0,5,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,伤害增加
92216,10065,-1,1,0,0,0,0,1,0,3,0,6,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,受伤降低
92301,11023,-1,1,0,0,0,0,1,0,15,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,苍龙2件套,蜀国全属性增加10%
92302,11023,-1,1,0,0,0,0,1,0,16,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,猛虎2件套,吴国全属性增加10%
92303,11023,-1,1,0,0,0,0,1,0,14,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,火凤2件套,魏国全属性增加10%
92304,11023,-1,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,天狼2件套,群雄全属性增加10%
92305,11023,-1,1,0,0,0,0,1,0,11,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,玄龟2件套,枪兵全属性增加10%
92306,11023,-1,1,0,0,0,0,1,0,12,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,翔鹰2件套,弓兵全属性增加10%
92307,11023,-1,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,麒麟2件套,骑兵全属性增加10%
92308,11023,-1,1,0,0,0,0,1,0,21,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,青鸾2件套,女性全属性增加10%
92401,10070,-1,1,0,0,0,0,1,0,3,0,3,0,0,null,0,0,0,1500|1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,苍龙4件套,战场中己方的士气回复速度增加15%
92402,10057,-1,1,0,0,0,0,1,0,3,0,7,0,0,null,0,0,0,3000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,猛虎4件套,己方全体部队分担受到伤害的30%
92403,10071,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,12000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,火凤4件套,开战后己方获得额外1.2格初始士气
92404,10040,-1,1,0,0,0,0,1,0,3,0,4,0,0,null,0,0,0,1500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,天狼4件套,己方部队普通攻击伤害的15%治疗自身
92405,1024,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,玄龟4件套,在己方布阵区域后方获得两行新的布阵区域
92406,10072,-1,1,0,0,0,0,1,0,3,0,8,0,0,null,0,0,0,3000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,翔鹰4件套,己方全体弓兵的攻击范围提高30%
92407,1026,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,麒麟4件套,在己方布阵区域前方获得两行新的布阵区域
92408,68,-1,1,0,0,0,0,1,0,3,0,1,0,0,null,0,0,0,3|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,青鸾4件套,使己方全体部队的初始速度与枪兵枪阵的移动速度相同
92409,1027,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,3|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,演武事件,上阵武将数量限制
92410,10073,1,1,1220,0,0,14001,1,0,2,0,0,0,0,null,0,0,0,85124000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,词条5,血量首次低于30%，受到伤害减少40%，持续15s
92411,10041,1,1,1220,0,0,11001,1,0,2,0,0,0,0,null,0,0,0,85125000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,词条6,杀死敌方单位后，普攻伤害提升15%，持续15s
92412,10070,-1,1,0,0,0,0,1,0,3,0,3,0,0,null,0,0,0,10000|1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,演武事件,战场中士气回复速度增加100%
92420,10074,-1,1,1220,0,0,0,1,0,2,0,2,0,0,SkillFxFast,0,0,2,0|1000|6000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,工坊效果,减速范围内的敌人
92421,10074,-1,1,1220,0,0,0,1,0,2,0,2,0,0,SkillFxFast,0,0,2,0|1000|9000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,工坊效果,减速范围内的敌人
92422,10074,-1,1,1220,0,0,0,1,0,2,0,2,0,0,SkillFxFast,0,0,2,0|1000|12000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,工坊效果,减速范围内的敌人
92501,41,8,1,1220,0,0,2201,1,0,1,0,5,0,0,null,0,0,0,0|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,高昂,生命值满时获得[fed655]60%[-]武力提升，每损失[fed655]15%[-]生命值，加成效果降低[fed655]10%[-](进入战场生效)
92502,41,8,1,1220,0,0,2202,1,0,1,0,5,0,0,null,0,0,0,0|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,意气,霸王孙策的生命值高于[fed655]60%[-]时，武力额外提升[fed655]40%[-](进入战场生效)
96001,11015,-1,1,0,0,0,0,1,1,14,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国武力加强,武力加成
96002,11015,-1,1,0,0,0,0,1,1,15,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国武力加强,武力加成
96003,11015,-1,1,0,0,0,0,1,1,16,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国武力加强,武力加成
96004,11015,-1,1,0,0,0,0,1,1,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国武力加强,武力加成
96005,11016,-1,1,0,0,0,0,1,1,14,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国智力加强,智力加成
96006,11016,-1,1,0,0,0,0,1,1,15,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国智力加强,智力加成
96007,11016,-1,1,0,0,0,0,1,1,16,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国智力加强,智力加成
96008,11016,-1,1,0,0,0,0,1,1,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国智力加强,智力加成
96009,11017,-1,1,0,0,0,0,1,1,14,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国兵力加强,兵力加成
96010,11017,-1,1,0,0,0,0,1,1,15,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国兵力加强,兵力加成
96011,11017,-1,1,0,0,0,0,1,1,16,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国兵力加强,兵力加成
96012,11017,-1,1,0,0,0,0,1,1,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,本国兵力加强,兵力加成
96013,11015,-1,1,0,0,0,0,1,1,11,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种武力加强,武力加成
96014,11015,-1,1,0,0,0,0,1,1,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种武力加强,武力加成
96015,11015,-1,1,0,0,0,0,1,1,13,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种武力加强,武力加成
96016,11016,-1,1,0,0,0,0,1,1,11,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种智力加强,智力加成
96017,11016,-1,1,0,0,0,0,1,1,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种智力加强,智力加成
96018,11016,-1,1,0,0,0,0,1,1,13,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种智力加强,智力加成
96019,11017,-1,1,0,0,0,0,1,1,11,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种兵力加强,兵力加成
96020,11017,-1,1,0,0,0,0,1,1,12,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种兵力加强,兵力加成
96021,11017,-1,1,0,0,0,0,1,1,13,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,同兵种兵力加强,兵力加成
96022,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,40|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.04[-]倍伤害
96023,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,80|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.08[-]倍伤害
96024,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,120|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.12[-]倍伤害
96025,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,160|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.16[-]倍伤害
96026,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.2[-]倍伤害
96027,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,240|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.24[-]倍伤害
96028,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,280|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.28[-]倍伤害
96029,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,320|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.32[-]倍伤害
96030,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,360|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.36[-]倍伤害
96031,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,400|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.4[-]倍伤害
96032,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,60|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.06[-]倍伤害
96033,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,120|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.12[-]倍伤害
96034,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,180|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.18[-]倍伤害
96035,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,240|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.24[-]倍伤害
96036,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,300|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.3[-]倍伤害
96037,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,360|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.36[-]倍伤害
96038,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,420|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.42[-]倍伤害
96039,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,480|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.48[-]倍伤害
96040,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,540|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.54[-]倍伤害
96041,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,600|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.6[-]倍伤害
96042,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,80|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.08[-]倍伤害
96043,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,160|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.16[-]倍伤害
96044,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,240|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.24[-]倍伤害
96045,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,320|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.32[-]倍伤害
96046,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,400|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.4[-]倍伤害
96047,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,480|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.48[-]倍伤害
96048,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,560|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.56[-]倍伤害
96049,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,640|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.64[-]倍伤害
96050,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,720|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.72[-]倍伤害
96051,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,800|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.8[-]倍伤害
96052,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,100|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.1[-]倍伤害
96053,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.2[-]倍伤害
96054,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,300|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.3[-]倍伤害
96055,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,400|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.4[-]倍伤害
96056,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.5[-]倍伤害
96057,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,600|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.6[-]倍伤害
96058,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,700|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.7[-]倍伤害
96059,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,800|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.8[-]倍伤害
96060,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,900|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]1.9[-]倍伤害
96061,64,-1,1,0,0,0,13001,1,0,25,0,21,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破盾,普通攻击对护盾造成[ffd700]2[-]倍伤害
96062,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,40|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.04[-]倍伤害
96063,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,80|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.08[-]倍伤害
96064,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,120|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.12[-]倍伤害
96065,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,160|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.16[-]倍伤害
96066,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,200|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.2[-]倍伤害
96067,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,240|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.24[-]倍伤害
96068,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,280|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.28[-]倍伤害
96069,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,320|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.32[-]倍伤害
96070,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,360|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.36[-]倍伤害
96071,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,400|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.4[-]倍伤害
96072,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,60|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.06[-]倍伤害
96073,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,120|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.12[-]倍伤害
96074,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,180|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.18[-]倍伤害
96075,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,240|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.24[-]倍伤害
96076,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,300|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.3[-]倍伤害
96077,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,360|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.36[-]倍伤害
96078,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,420|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.42[-]倍伤害
96079,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,480|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.48[-]倍伤害
96080,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,540|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.54[-]倍伤害
