序号,活动id,档位描述,发放模式|0选择|1全发,最大选择数量,奖励1参数1,奖励1参数2,奖励1参数3,奖励2参数1,奖励2参数2,奖励2参数3,奖励3参数1,奖励3参数2,奖励3参数3,奖励4参数1,奖励4参数2,奖励4参数3,奖励5参数1,奖励5参数2,奖励5参数3,奖励6参数1,奖励6参数2,奖励6参数3,奖励7参数1,奖励7参数2,奖励7参数3
1261,1663,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1664,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,1665,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1666,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,1667,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,1668,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,1669,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,1674,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,1675,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,1676,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,1677,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1678,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,1679,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,1680,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1681,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,1681,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1681,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,16,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,1681,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,1682,累计购买兵书[fedc6f]{0}[-]次,1,0,53,1,2,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,1682,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,1682,累计购买兵书[fedc6f]{0}[-]次,1,0,52,301 1 0,1,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,1682,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,1683,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1684,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,1685,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1686,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,1687,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,1688,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,1689,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,1690,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,1691,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1692,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,2,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,1692,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,1,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,1692,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,3,16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1692,累计60钻抽卡[fedc6f]{0}[-]次,1,0,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1693,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,40,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,1693,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,20,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1693,充值达到[fedc6f]{0}[-]钻石,1,0,29,1,70,1,7006 1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1693,充值达到[fedc6f]{0}[-]钻石（二选一）,0,1,1,439 1 0,1,1,440 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1693,充值达到[fedc6f]{0}[-]钻石（二选一）,0,1,1,439 1 0,1,1,440 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1694,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1694,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,1694,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,1694,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,1695,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,1696,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,1697,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1698,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,1699,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1700,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,1701,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,1702,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,1703,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,1703,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,1703,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,16,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,1703,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,23,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,1704,累计购买兵书[fedc6f]{0}[-]次,1,0,53,1,2,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,1704,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,1704,累计购买兵书[fedc6f]{0}[-]次,1,0,52,301 1 0,1,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,1704,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,1705,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,1706,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,2,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,1707,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,13,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,1708,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,1709,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,1710,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,1711,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1712,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1713,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,1714,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,1715,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,2,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,1715,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,1,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,1715,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,2,16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,1715,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,1716,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,1717,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,1717,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,1717,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,1717,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,1718,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,1719,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,1720,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,1721,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,1722,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1723,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,1724,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,1725,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1725,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1725,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,16,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1725,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1726,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1726,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,1726,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,1726,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,1727,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,1728,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,1729,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,1730,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,2,1,7006 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,1731,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,2,13,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,1732,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,2,13,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1733,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,1734,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1735,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,1736,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1737,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1738,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,1739,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,1,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,1740,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,2,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,1740,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,1,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,1740,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,3,16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,1740,累计60钻抽卡[fedc6f]{0}[-]次,1,0,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,1741,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,1741,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,1741,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,1741,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,1742,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,2,13,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,1743,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,1744,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,1744,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,1744,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,16,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,1744,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,1745,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,1746,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,1747,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,1748,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,1749,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,1750,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,1751,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,1000,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,1752,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,1753,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,1754,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,1755,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,1756,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,1756,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,1756,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,1756,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1757,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,1758,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,2,28,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,1758,累计60钻抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,1,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1758,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,3,16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1758,累计60钻抽卡[fedc6f]{0}[-]次,1,0,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1759,充值达到[fedc6f]{0}[-]钻石,1,0,27,1,10,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,1760,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1761,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1762,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,1763,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,1764,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,1765,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,1766,充值达到[fedc6f]{0}[-]钻石,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,1767,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,28,1,20,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,1768,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1769,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,1770,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,1770,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1770,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,1770,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,1771,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,3500,28,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,23,1,1,29,1,1,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1419,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,26,1,1,23,1,2,29,1,2,24,1,2,0,0,0,0,0,0,0,0,0
1420,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,26,1,1,23,1,5,29,1,3,24,1,3,0,0,0,0,0,0,0,0,0
1421,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,26,1,2,23,1,7,29,1,5,24,1,5,0,0,0,0,0,0,0,0,0
1422,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,26,1,3,23,1,9,29,1,7,24,1,8,0,0,0,0,0,0,0,0,0
1423,1772,累计参与竞技场[fedc6f]{0}[-]次,1,0,26,1,5,23,1,15,29,1,8,24,1,13,0,0,0,0,0,0,0,0,0
1424,1773,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,1774,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,1775,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,1776,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,1777,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,1778,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,1779,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,1,13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,1780,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,1781,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,1781,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,1781,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,1781,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,1782,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,1783,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,23,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,1784,充值达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,1785,累计购买兵书[fedc6f]{0}[-]次,1,0,28,1,20,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,1785,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,1785,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,1,29,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
