序号,技能名,所需士气,过载时间,激活被动技能,特效名称,释放特效(第三系),天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型(0:无效|1：智力|2：武力|3：兵力|4：智力目标数影响|5：武力目标数影响|13：兵力目标数影响),扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|14:天变|15:召唤|16:将魂|17:护盾,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,过载时间,激活被动技能,特效名称,天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型,扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,技能简述,技能说明
id,strName,fNeedMoral,nMainOverload,nMainPassiveSkill,strMainFX,strCastFx,nWeatherID,nArrEquipEffectID,strSummonWarrior,nExType,nExCondition,nMainTarget,nMainDisplayType,nDamageType,nMainType,nMainRange,nMainLifeRound,fMainSpeed,fMainBaseCureValue,fMainBaseDamageValue1,fMainBaseDamageValue2,fMainForceEffect,fMainIntelligenceEffect,nMainContainSpecialSkill,nMainSpecialSkillType,strMainSpecialSkillParam,nMainCommanderSkillID,nMainEffectType,nMainRefTarget,fMainLifeRoundOnIntelligence,nMainOnRepeat,nMainLifeRoundOnJianghun,nSubOverload,nSubPassiveSkill,strSubFX,nSubWeatherID,nArrSubEquipEffectID,strSubSummonWarrior,nSubExType,nExSubCondition,nSubTarget,nSubDisplayType,nSubDamageType,nSubType,nSubRange,nSubLifeRound,fSubSpeed,fSubBaseCureValue,fSubBaseDamageValue1,fSubBaseDamageValue2,fSubForceEffect,fSubIntelligenceEffect,nSubContainSpecialSkill,nSubSpecialSkillType,strSubSpecialSkillParam,nSubCommanderSkillID,nSubEffectType,nSubRefTarget,fSubLifeRoundOnIntelligence,nSubOnRepeat,nSubLifeRoundOnJianghun,strBrife,strDesc
int,string,float,int,int,string,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,int,int,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,string,string
33283,鬼·治愈之音,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,5,10,14,1,0.0316,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队及其周围部队持续恢复生命值,己方武力最高部队及其周围部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
33284,神·治愈之音,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,5,10,14,1,0.0324,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队及其周围部队持续恢复生命值,己方武力最高部队及其周围部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
33441,壮士断腕,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,1,18,0.5,0.1512,0,0,1.1,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并持续恢复生命值但减速并智力弱化,自身武力值提高[fed655]10%[-]，每秒恢复[fed655][cure_param][-]点生命值，但智力值降低[fed655]50%[-]，移动速度降低[fed655]50%[-]，持续[fed655][duration][-]秒
33442,真·壮士断腕,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,1,18,0.6,0.1512,0,0,1.2,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并持续恢复生命值但减速并智力弱化,自身武力值提高[fed655]20%[-]，每秒恢复[fed655][cure_param][-]点生命值，但智力值降低[fed655]50%[-]，移动速度降低[fed655]40%[-]，持续[fed655][duration][-]秒
33443,鬼·壮士断腕,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,1,18,0.7,0.1512,0,0,1.3,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并持续恢复生命值但减速并智力弱化,自身武力值提高[fed655]30%[-]，每秒恢复[fed655][cure_param][-]点生命值，但智力值降低[fed655]50%[-]，移动速度降低[fed655]30%[-]，持续[fed655][duration][-]秒
33444,神·壮士断腕,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,1,18,0.8,0.1512,0,0,1.4,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并持续恢复生命值但减速并智力弱化,自身武力值提高[fed655]40%[-]，每秒恢复[fed655][cure_param][-]点生命值，但智力值降低[fed655]50%[-]，移动速度降低[fed655]20%[-]，持续[fed655][duration][-]秒
33611,天·华胥一梦,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,5,16,14,1,0.025,0,0,1.4,1.3,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,1,0,1,33,14,1,0,0,0,1,1,1,1001,AttackRangeScale:0.3,0,1,1,1,0,1,己方全体吴国部队武力智力强化并持续恢复生命值，吴国弓兵攻击范围提高,己方全体吴国部队武力值提高[fed655]40%[-]，智力值提高[fed655]30%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒，同时使己方吴国弓兵攻击范围提高[fed655]30%[-]，持续[fed655][duration1][-]秒
33612,天·华胥一梦,3,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,5,16,14,1,0.0275,0,0,1.45,1.3,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,1,0,1,33,14,1,0,0,0,1,1,1,1001,AttackRangeScale:0.3,0,1,1,1,0,1,己方全体吴国部队武力智力强化并持续恢复生命值，吴国弓兵攻击范围提高,己方全体吴国部队武力值提高[fed655]45%[-]，智力值提高[fed655]30%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒，同时使己方吴国弓兵攻击范围提高[fed655]30%[-]，持续[fed655][duration1][-]秒
33371,望夫之助,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,7,12,1,0.0426,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队持续恢复生命值,己方武力最高部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
33372,真·望夫之助,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,7,15,1,0.0436,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队持续恢复生命值,己方武力最高部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
33373,鬼·望夫之助,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,7,15,1,0.0446,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队持续恢复生命值,己方武力最高部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
33374,神·望夫之助,4,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,3,0,4,7,15,1,0.0466,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队持续恢复生命值,己方武力最高部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
40031,天雷召来,8,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.3939,15.541,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40032,真·天雷召来,7,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.3939,15.541,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40033,鬼·天雷召来,6,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.4267,16.836,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40034,神·天雷召来,6,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.4923,19.427,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40101,赤壁大火,8,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,8,1,0,0.046,1.8131,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40102,真·赤壁大火,7,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,8,0.8,0,0.046,1.8131,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]20%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40103,鬼·赤壁大火,6,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,8,0.8,0,0.0492,1.9427,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]20%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40104,神·赤壁大火,6,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,8,0.8,0,0.0558,2.2017,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]20%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40121,火烧联营,5,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,6,0.35,0,0.0263,1.0361,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]65%[-]，基础持续时间[fed655]6[-]秒，实际伤害值和持续时间受双方智力差距影响
40122,真·火烧联营,5,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,6,0.3,0,0.0285,1.1224,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]70%[-]，基础持续时间[fed655]6[-]秒，实际伤害值和持续时间受双方智力差距影响
40123,鬼·火烧联营,5,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,6,0.2,0,0.0307,1.2087,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]80%[-]，基础持续时间[fed655]6[-]秒，实际伤害值和持续时间受双方智力差距影响
40124,神·火烧联营,5,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,6,0.2,0,0.0328,1.2951,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速,发动火计对敌方所有部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]80%[-]，基础持续时间[fed655]6[-]秒，实际伤害值和持续时间受双方智力差距影响
40271,狠毒献计,5,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,7,8,1,0,0.065,2.59,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队持续损失生命值,释放毒计对敌方武力最高部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40272,真·狠毒献计,5,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,7,8,0.5,0,0.065,2.59,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队持续损失生命值并减速,释放毒计对敌方武力最高部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]50%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40273,鬼·狠毒献计,4,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,7,8,0.5,0,0.065,2.59,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队持续损失生命值并减速,释放毒计对敌方武力最高部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]50%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40274,神·狠毒献计,4,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,7,8,0.5,0,0.072,2.849,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队持续损失生命值并减速,释放毒计对敌方武力最高部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，移动速度降低[fed655]50%[-]，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40281,神雷天罚,8,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.361,14.24,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40282,真·神雷天罚,8,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.3939,15.541,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40283,鬼·神雷天罚,6,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.3939,15.541,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40284,神·神雷天罚,6,0,0,Battlefield/SkillLightning_Prefab,,0,0|0|0,0,1,0,1,5,153,8,3,0,1,0,0.459,18.13,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队损失生命值,召唤天雷对敌方所有部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40401,烈焰巨石,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,2,8,1,0,0.175665,-7.3512,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队持续损失生命值,召唤巨石对自身周围的敌方部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40402,真·烈焰巨石,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,2,8,1,0,0.195195,-8.168,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队持续损失生命值,召唤巨石对自身周围的敌方部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40403,鬼·烈焰巨石,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,2,8,1,0,0.21462,-8.9849,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队持续损失生命值,召唤巨石对自身周围的敌方部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40404,神·烈焰巨石,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,2,8,1,0,0.25368,-10.618,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队持续损失生命值,召唤巨石对自身周围的敌方部队造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40531,十面埋伏,6,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,8,0,1,0,0.2626,10.361,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队损失生命值,召唤巨石对距离自己最近的敌方部队及其周围部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40532,真·十面埋伏,6,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,8,0,1,0,0.2757,10.879,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队损失生命值,召唤巨石对距离自己最近的敌方部队及其周围部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40533,鬼·十面埋伏,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,8,0,1,0,0.2757,10.879,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队损失生命值,召唤巨石对距离自己最近的敌方部队及其周围部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40534,神·十面埋伏,5,0,0,Battlefield/SkillStoneRoll_Prefab,,0,0|0|0,0,1,0,1,9,152,8,8,0,1,0,0.2954,11.656,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队损失生命值,召唤巨石对距离自己最近的敌方部队及其周围部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40541,嫉恶冰霜,5,0,0,Battlefield/SkillIceStone_Prefab,,0,0|0|0,0,1,0,1,12,154,8,7,0,1,0,0.3939,15.541,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队损失生命值,召唤冰石对敌方武力最高的部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40542,真·嫉恶冰霜,5,0,0,Battlefield/SkillIceStone_Prefab,,0,0|0|0,0,1,0,1,12,154,8,7,0,1,0,0.407,16.059,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队损失生命值,召唤冰石对敌方武力最高的部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40543,鬼·嫉恶冰霜,5,0,0,Battlefield/SkillIceStone_Prefab,,0,0|0|0,0,1,0,1,12,154,8,7,0,1,0,0.4333,17.095,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队损失生命值,召唤冰石对敌方武力最高的部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40544,神·嫉恶冰霜,4,0,0,Battlefield/SkillIceStone_Prefab,,0,0|0|0,0,1,0,1,12,154,8,7,0,1,0,0.4333,17.095,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队损失生命值,召唤冰石对敌方武力最高的部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
40581,腹黑之谋,4,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,18,8,1,0,0.0217,0.00235,1,0.4,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高部队智力弱化并持续损失生命值,释放毒计使敌方智力最高的部队智力值降低[fed655]60%[-]，并造成每秒基础[fed655][dmg_param][-]点生命值，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40582,真·腹黑之谋,4,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,18,8,1,0,0.0217,0.00235,1,0.3,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高部队智力弱化并持续损失生命值,释放毒计使敌方智力最高的部队智力值降低[fed655]70%[-]，并造成每秒基础[fed655][dmg_param][-]点生命值，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
40583,鬼·腹黑之谋,3,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,8,18,8,1,0,0.0217,0.00235,1,0.3,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高部队智力弱化并持续损失生命值,释放毒计使敌方智力最高的部队智力值降低[fed655]70%[-]，并造成每秒基础[fed655][dmg_param][-]点生命值，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
