序号,引导类型：1剧情2庆典,讲话人ID(-1为玩家其余为npc表中的id）,地点ID（-1为主城其余为关卡id）,任务推进条件（目前为level ID， -1表示无要求）,触发类型 0:城市对话|1:在布阵界面弹出|2:在战斗开始时弹出|3:在战斗过程中弹出|4:在战斗结束时弹出（胜）|5:在战斗结束时弹出（负）6:在章节页面弹出,战斗百分比（关卡过程弹出类）,下一步寻路NPC ID(如果不需要移动直接显示对话/此处填0,下一步附加值（下一步寻路NPC ID为传送点时/此值为关卡id）,奖励类型|0:无奖励|1:卡片|2:卡魂|3:军令|4:星星|5:游戏点卷|6:免费抽卡机会|7:解锁关卡|8:弹出UI|9:开放封地|10:功能开放|11:上阵武将数量|12:强化上限|,奖励值,锚点（1表示此条对白的进度要存入数据库）,寻路头像,背景图片路径,对白内容
1131,1,301,-1,-1,0,0,301,0,0,0,0,1,,英雄昨天休息得可好？
1132,1,-1,-1,-1,0,0,301,0,0,0,0,1,,我已经完全恢复了精神，皇帝陛下尽管下令！
1133,1,301,-1,-1,0,0,301,0,0,0,0,1,,其实……
1134,1,-1,-1,-1,0,0,301,0,0,0,0,1,,嗯？
1135,1,301,-1,-1,0,0,301,0,0,0,0,1,,（小声）其实我手里的玉玺[ff000c]并非[-]真正的传国玉玺。
1136,1,-1,-1,-1,0,0,301,0,0,0,0,1,,什！！！么！！！！！！！！！！！！！！！！！！！！！！
1137,1,301,-1,-1,0,0,301,0,0,0,0,1,,淡定！
1138,1,-1,-1,-1,0,0,301,0,0,0,0,1,,咳咳……
1139,1,301,-1,-1,0,0,301,0,0,0,0,1,,真的那块，据说在讨伐董卓的时候被孙坚捡去了。
1140,1,301,-1,-1,0,0,301,0,0,0,0,1,,孙坚刚死不久，玉玺可能在他的后人手中。
1141,1,-1,-1,-1,0,0,301,0,0,0,0,1,,原来玉玺在孙家人手中……
1142,1,301,-1,-1,0,0,301,0,0,0,0,1,,孙家心思只在江东，不用过于担心，但是现在他们投靠寿春袁术门下。
1143,1,301,-1,-1,0,0,301,0,0,0,0,1,,袁术自视甚高，又毫无远见，他对玉玺一定有想法。
1144,1,-1,-1,-1,0,0,301,0,0,0,0,1,,拿了玉玺有什么用，你才是真正的皇帝啊。
1145,1,301,-1,-1,0,0,301,0,0,0,0,1,,我这个皇帝，无权无势，不过是个名号而已。
1146,1,301,-1,-1,0,0,301,0,0,0,0,1,,如果被天下人知道玉玺不在我手里，还有谁会把我当个皇帝。
1147,1,301,-1,-1,0,0,301,0,0,0,0,1,,到时恐怕匡复汉室的大业，就更难完成了。
1148,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝老爷，我明白了！你是要我去[ff000c]把玉玺带回来[-]！
1149,1,301,-1,-1,0,0,301,0,0,0,0,1,,正是。
1150,1,301,-1,-1,0,0,301,0,0,0,0,1,,各路军阀恐怕也对玉玺虎视眈眈，你一定要小心。
1151,1,301,-1,-1,0,0,301,0,0,0,0,1,,若是实在带不回来，就想办法[ff000c]毁了它[-]！
1152,1,-1,-1,-1,0,0,301,0,0,0,0,1,,……毁了它？！
1153,1,-1,-1,-1,0,0,301,0,0,0,0,1,,那你不就也没有玉玺了吗……
1154,1,301,-1,-1,0,0,301,0,0,0,0,1,,谁说我没有？
1155,1,-1,-1,-1,0,0,301,0,0,0,0,1,,……你是说……那个假的？
1156,1,301,-1,-1,0,0,301,0,0,0,0,1,,世间万物本无真假，真的没了，那唯一剩下的那个，自然就成了真的。
1157,1,-1,-1,-1,0,0,301,0,0,0,0,1,,……皇帝陛下，你……居然这么狡猾！
1158,1,301,-1,-1,0,0,301,0,2,8000,1,1,,哈哈哈哈，速去速回。
1159,1,-1,-1,-1,0,0,301,0,12,55,1,1,,……领命！
1160,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，我们是不是又要出征了？
1161,1,-1,-1,-1,0,0,305,0,0,0,0,5,,你好像很期待的样子。
1162,1,305,-1,-1,0,0,305,0,0,0,0,5,,既可以为汉室效力，又可以四处闯荡，当然期待了！
1163,1,-1,-1,-1,0,0,305,0,0,0,0,5,,哈哈哈，后面那条才是真正高兴的理由吧。
1164,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，我爹似乎有什么事，我们快去找他吧。
1165,1,-1,-1,-1,0,0,304,0,0,0,0,4,,威风大爷，发生什么事了？
1166,1,304,-1,-1,0,0,304,0,0,0,0,4,,唉，黄巾军虽然被制服了，但是他们留下的[ffdb00]余孽[-]还是在这里横行。
1167,1,304,-1,-1,0,0,304,0,7,60,1,4,,赵大婶的儿子外出寻猎，不幸被劫，连腿都打断了。
1168,1,-1,-1,-1,0,0,304,0,0,0,1,4,,太嚣张了！！！走，我正愁没人练兵呢！
1169,1,305,60,-1,1,0,306,60,0,0,1,7,,这些黄巾余孽太嚣张了，给他们点颜色看看！
1170,1,16,60,60,4,0,306,60,7,61,1,7,,……这群人好厉害……快去告诉老大！
1171,1,305,-1,-1,0,0,0,0,0,0,0,7,,虽然暂时打退了山贼，但是不久他们一定又会来犯。
1172,1,305,-1,-1,0,0,0,0,0,0,0,7,,不如我们一举拿下山贼头领，彻底击溃他们！
1173,1,-1,-1,-1,0,0,0,0,0,0,1,7,,正有此意。
1174,1,305,61,-1,1,0,306,61,0,0,1,7,,这头领虽然壮硕了点，以我们的兵力应该可以轻松剿灭。
1175,1,-1,61,61,2,0,306,61,0,0,0,7,,张角都死了你们还这么猖狂，胆子不小。
1176,1,26,61,61,2,0,306,61,0,0,0,7,,哈哈哈哈，让你看看爷爷我的厉害！
1177,1,26,61,61,4,0,306,61,0,0,0,7,,不好，没想到这小子这么厉害，我得赶紧跑。
1178,1,-1,61,61,4,0,306,61,0,0,0,7,,想跑？！给我追！别让他再去祸害别人！！
1179,1,37,61,61,4,0,306,61,0,0,0,7,,什么人？！仓惶逃窜，定不是什么好人！！
1180,1,-1,61,61,4,0,306,61,0,0,0,7,,哈哈哈，多谢这位英雄，这下你跑不了了吧。
1181,1,26,61,61,4,0,306,61,0,0,0,7,,……莫非这位是……[ff000c]关云长将军[-]？
1182,1,37,61,61,4,0,306,61,0,0,0,7,,哼，原来是个贼，砍了你就当我行善了！
1183,1,26,61,61,4,0,306,61,0,0,0,7,,关将军手下留情！
1184,1,26,61,61,4,0,306,61,0,0,0,7,,在下对关将军仰慕已久，一直想投靠将军。
1185,1,26,61,61,4,0,306,61,0,0,0,7,,请将军收留在下！今后定当誓死效命，再也不作恶！
1186,1,-1,61,61,4,0,306,61,0,0,0,7,,别听他的！那是他为了活命找的借口。
1187,1,37,61,61,4,0,306,61,0,0,0,7,,……………………
1188,1,37,61,61,4,0,306,61,0,0,0,7,,看你力气颇大，留下倒也有点用处。
1189,1,-1,61,61,4,0,306,61,0,0,0,7,,喂喂？？
1190,1,37,61,61,4,0,306,61,0,0,0,7,,英雄不必担忧，在关某手下谅他不敢作恶。
1191,1,26,61,61,4,0,306,61,0,0,0,7,,多谢关将军！
1192,1,37,61,61,4,0,306,61,7,62,1,7,,告辞。
1193,1,305,-1,-1,0,0,0,0,0,0,0,7,,哇哦，那位就是传说中的关羽，真是有气概！
1194,1,-1,-1,-1,0,0,0,0,0,0,0,7,,总有一天，我也要成为那样的大将军，为汉室效力。
1195,1,305,-1,-1,0,0,0,0,0,0,0,7,,我们一起加油！
1196,1,-1,-1,-1,0,0,0,0,0,0,1,7,,嗯！准备一下，我们就朝寿春进发吧！
1197,1,305,62,-1,1,0,306,62,0,0,0,7,,主公，前面似乎有人[ffdb00]传道[-]。
1198,1,-1,62,-1,1,0,306,62,0,0,0,7,,传道？这么乱的世道，依我看不是邪门就是歪道。
1199,1,305,62,-1,1,0,306,62,0,0,0,7,,我们行军要紧，一切小心。
1200,1,27,62,-1,1,0,306,62,0,0,0,7,,来者何人？师君有令军队不准随意靠近！
1201,1,-1,62,-1,1,0,306,62,0,0,0,7,,……我奉旨路过。
1202,1,27,62,-1,1,0,306,62,0,0,1,7,,我还奉旨抓人呢！来人！将这可疑之人拿下！
1203,1,27,62,62,4,0,306,62,7,63,1,7,,此人手握重兵，快去通知师君！
1204,1,305,-1,-1,0,0,0,0,0,0,0,7,,主公，我打听到了，原来这是[ff000c]张鲁[-]在汉中传的那套五斗米道教。
1205,1,305,-1,-1,0,0,0,0,0,0,0,7,,没想到他竟然到荆州来了。
1206,1,-1,-1,-1,0,0,0,0,0,0,0,7,,哼，竟敢把邪教传到荆州来，谁给他的勇气？！
1207,1,-1,-1,-1,0,0,0,0,0,0,1,7,,我们去会会这个[ff000c]师君[-]！
1208,1,305,63,-1,1,0,306,63,0,0,1,7,,张鲁的部队多是一些游民，主公一定可以轻松应对。
1209,1,28,63,63,2,0,306,63,0,0,0,7,,不重道，不知道真，天将罚你。
1210,1,-1,63,63,2,0,306,63,0,0,0,7,,说人话。
1211,1,28,63,63,2,0,306,63,0,0,0,7,,……今日我便要替天行道！
1212,1,28,63,63,2,0,306,63,0,0,0,7,,道友们，先吃下这碗米饭吧，我们要去讨伐贼军了！
1213,1,305,63,63,2,0,306,63,0,0,0,7,,不好，张鲁那些兵卒眼神涣散，像是中了什么[ffdb00]邪术[-]一样。
1214,1,305,63,63,2,0,306,63,0,0,0,7,,恐怕不容易对付，主公一定要小心。
1215,1,28,63,63,4,0,306,63,0,0,0,7,,你……你是打败张角的那个年轻人？
1216,1,-1,63,63,4,0,306,63,0,0,0,7,,早说了我是奉旨路过，天子亲军。
1217,1,28,63,63,4,0,306,63,0,0,0,7,,……全军撤退！小子，下次再遇到，一定不饶你！！
1218,1,27,63,63,4,0,306,63,0,0,1,7,,师君！等等我们！
1219,1,-1,-1,-1,0,0,305,0,0,0,0,5,,张鲁这家伙，耽误了我这么多时间。
1220,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，寿春袁术兵力强大，又有孙策这么强大的将领，我们一定要小心。
1221,1,305,-1,-1,0,0,305,0,0,0,0,5,,这么多人从正面进城一定会被怀疑，不如我们找几个精英偷偷潜入。
1222,1,-1,-1,-1,0,0,305,0,0,0,0,5,,你是说……[ff000c]偷[-]……？
1223,1,305,-1,-1,0,0,305,0,0,0,0,5,,别这么直白。
1224,1,-1,-1,-1,0,0,305,0,7,64,1,5,,……不愧是军师大人！就这么办！
1225,1,305,64,64,4,0,306,64,0,0,0,7,,主公，你听，似乎有人在说话。
1226,1,-1,64,64,4,0,306,64,0,0,1,7,,我们找个地方躲起来。
1227,1,31,-1,-1,0,0,0,0,0,0,0,7,,主公，我先将这[ff000c]父亲的遗物[-]交给你
1228,1,31,-1,-1,0,0,0,0,0,0,0,7,,希望你能借我一些兵马，助我复仇，夺回江东。
1229,1,34,-1,-1,0,0,0,0,0,0,0,7,,…………这是……！！！
1230,1,34,-1,-1,0,0,0,0,0,0,0,7,,……伯符能有这等雄心壮志，我很感动。
1231,1,34,-1,-1,0,0,0,0,0,0,0,7,,好，我就将你父亲的旧部交给你！
1232,1,34,-1,-1,0,0,0,0,0,0,0,7,,至于[ff000c]此物[-]……暂时保管在我这里。
1233,1,34,-1,-1,0,0,0,0,0,0,0,7,,等你成就大业之后，我愿意原封归还。
1234,1,31,-1,-1,0,0,0,0,0,0,1,7,,多谢恩公！
1235,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，此人应该就是孙坚的儿子[ff000c]孙策[-]。
1236,1,-1,-1,-1,0,0,305,0,0,0,0,5,,袁术功利肤浅，竟会无缘无故将兵马借给别人
1237,1,-1,-1,-1,0,0,305,0,0,0,0,5,,总觉得很不科学啊。
1238,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，孙策连夜带兵出城了。
1239,1,305,-1,-1,0,0,305,0,0,0,0,5,,如果让他带着玉玺离开就麻烦了。
1240,1,-1,-1,-1,0,0,305,0,7,65,1,5,,我们赶紧追！
1241,1,31,65,65,2,0,306,65,0,0,0,7,,什么人？胆敢拦我去路！
1242,1,31,65,65,2,0,306,65,0,0,0,7,,众将听令，速战速决！我们还赶着行军呢。
1243,1,-1,65,65,4,0,306,65,0,0,0,7,,孙将军留步！
1244,1,-1,65,65,4,0,306,65,0,0,1,7,,先听我说几句！
1245,1,-1,-1,-1,0,0,0,0,0,0,0,7,,不愧是江东猛虎孙坚的儿子，果然美资颜。
1246,1,31,-1,-1,0,0,0,0,0,0,0,7,,你认识我父亲？
1247,1,-1,-1,-1,0,0,0,0,0,0,0,7,,孙坚作战悍猛，神勇过人
1248,1,-1,-1,-1,0,0,0,0,0,0,0,7,,当年我曾与他一起讨伐董卓，对他非常敬佩。
1249,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我一心想与他切磋，最后竟然没有机会……
1250,1,31,-1,-1,0,0,0,0,0,0,0,7,,……父亲的基业，我一定会想办法重建！
1251,1,31,-1,-1,0,0,0,0,0,0,0,7,,到时候你与我切磋也一样。
1252,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我听说当年你父亲捡到了一块玉玺。
1253,1,31,-1,-1,0,0,0,0,0,0,1,7,,哈？！我以为是故友，原来也是个抢玉玺的吗？
1254,1,31,-1,-1,0,0,0,0,7,66,1,7,,那就不客气了！
1255,1,31,66,66,2,0,306,66,0,0,0,7,,本大爷可没工夫陪你耗！放马过来我们速战速决吧！
1256,1,31,66,66,4,0,306,66,0,0,0,7,,嘁，有点本事嘛。
1257,1,-1,66,66,4,0,306,66,0,0,0,7,,孙策，我是奉了皇命前来收回玉玺
1258,1,-1,66,66,4,0,306,66,0,0,0,7,,你父亲当年因为玉玺惹了多少祸端。
1259,1,-1,66,66,4,0,306,66,0,0,0,7,,你留着也没用，不如交出来，也好收获一个忠义之名。
1260,1,31,66,66,4,0,306,66,0,0,0,7,,…………………………
1261,1,31,66,66,4,0,306,66,0,0,0,7,,你来晚了，我已经将玉玺交给了[ff000c]袁术[-]。
1262,1,-1,66,66,4,0,306,66,0,0,0,7,,…………所以刚才你交给他的遗物…………
1263,1,-1,66,66,4,0,306,66,0,0,0,7,,是[ff000c]玉玺[-]？？？？
1264,1,-1,66,66,4,0,306,66,0,0,0,7,,你头脑也太简单了吧！！
1265,1,31,66,66,4,0,306,66,0,0,0,7,,……我父亲当年征伐建功所向披靡，我却未能继承他的遗志。
1266,1,31,66,66,4,0,306,66,0,0,0,7,,如今我势单力薄，又不想屈与袁术之下。
1267,1,31,66,66,4,0,306,66,0,0,0,7,,只好用父亲留下的玉玺交换一点兵马，平定江东。
1268,1,-1,66,66,4,0,306,66,0,0,0,7,,原来如此。
1269,1,31,66,66,4,0,306,66,0,0,0,7,,玉玺乃是我父亲留下的遗物，本来不该交给他人。
1270,1,31,66,66,4,0,306,66,0,0,0,7,,等我重建孙家霸业，一定会来向袁术讨还！
1271,1,-1,66,66,4,0,306,66,0,0,0,7,,…………………………
1272,1,31,66,66,4,0,306,66,0,0,1,7,,先行一步了，告辞。
1273,1,-1,-1,-1,0,0,0,0,0,0,0,7,,……我怎么觉得，他这么单纯呢。
1274,1,305,-1,-1,0,0,0,0,0,0,1,7,,你想说他二吧。
1275,1,-1,-1,-1,0,0,301,0,0,0,0,1,,唉，皇帝老爷，玉玺最终还是落入了袁术手中
1276,1,305,-1,-1,0,0,301,0,0,0,0,1,,袁术兵力强大，要硬拿恐怕不太容易。
1277,1,301,-1,-1,0,0,301,0,0,0,0,1,,哈哈哈哈，小英雄，以你现在的兵力虽然打不过
1278,1,301,-1,-1,0,0,301,0,0,0,0,1,,不过，这世上比袁术强的人可[ffdb00]多得是[-]。
1279,1,-1,-1,-1,0,0,301,0,0,0,0,1,,啊！皇帝老爷你可真聪明！
1280,1,301,-1,-1,0,0,301,0,0,0,0,1,,我还什么都没说呢。
1281,1,305,-1,-1,0,0,301,0,0,0,0,1,,主公，你想到什么办法了吗？
1282,1,-1,-1,-1,0,0,301,0,0,0,0,1,,凭我们一己之力没办法对抗袁术大军，但是[ff000c]有人可以[-]！
1283,1,-1,-1,-1,0,0,301,0,0,0,0,1,,既然其他诸侯也想得到玉玺
1284,1,-1,-1,-1,0,0,301,0,0,0,0,1,,那就让他们知道玉玺现在在袁术手里，[ffdb00]袁术想称帝[-]！
1285,1,-1,-1,-1,0,0,301,0,0,0,0,1,,到时候一定会有人来找袁术麻烦。
1286,1,-1,-1,-1,0,0,301,0,0,0,0,1,,我们就能乘乱得到玉玺。
1287,1,305,-1,-1,0,0,301,0,0,0,0,1,,好办法！！
1288,1,301,-1,-1,0,0,301,0,0,0,0,1,,哈哈哈，小英雄真是越来越善于心计了。
1289,1,305,-1,-1,0,0,301,0,2,3000,1,1,,没想到经过这么多事情，主公已经成长到这样的地步了。
1290,1,-1,-1,-1,0,0,301,0,7,67,1,1,,诶嘿嘿。
1291,1,1,67,67,4,0,306,67,0,0,0,7,,主公，我们成功地躲过了城管的围追堵截
1292,1,1,67,67,4,0,306,67,0,0,0,7,,顺利将谣言散布了出去！
1293,1,-1,67,67,4,0,306,67,0,0,1,7,,非常好！
1294,1,305,-1,-1,0,0,0,0,0,0,0,7,,哈哈，主公，各路诸侯果然开始行动了。
1295,1,305,-1,-1,0,0,0,0,0,0,0,7,,听说曹操已经联合了吕布刘备，准备一起攻打寿春。
1296,1,-1,-1,-1,0,0,0,0,0,0,0,7,,太好了！我们赶紧准备起来。
1297,1,-1,-1,-1,0,0,0,0,7,68,1,7,,协助联军一同攻打寿春！
1298,1,109,68,68,2,0,306,68,0,0,0,7,,你们这群道貌岸然的伪君子！
1299,1,109,68,68,2,0,306,68,0,0,0,7,,明明自己对皇位虎视眈眈，还举什么大旗讨伐国贼。
1300,1,109,68,68,2,0,306,68,0,0,0,7,,我呸！
1301,1,109,68,68,4,0,306,68,0,0,0,7,,……打……打不过……完蛋了……
1302,1,-1,68,68,4,0,306,68,7,69,1,7,,可惜，你们若是心术端正，也不至于被我利用了。
1303,1,305,69,69,4,0,306,69,0,0,0,7,,主公，周围的敌军已经被清除了。
1304,1,-1,69,69,4,0,306,69,0,0,1,7,,很好！
1305,1,1,-1,-1,0,0,0,0,0,0,0,7,,报告！袁术已经被联军打得溃不成军，准备逃走了。
1306,1,305,-1,-1,0,0,0,0,0,0,0,7,,依我看，他第一个会投靠的一定是袁绍。
1307,1,305,-1,-1,0,0,0,0,0,0,0,7,,我们只要[ff000c]埋伏[-]在这里，一定能抓住他。
1308,1,-1,-1,-1,0,0,0,0,7,70,1,7,,哈哈哈哈哈，涵雨妹妹，不对，军师大人果然厉害！
1309,1,305,70,-1,1,0,306,70,0,0,0,7,,袁术现在元气大伤，以我们的兵力可以轻松获胜。
1310,1,305,70,-1,1,0,306,70,0,0,1,7,,一定要抓住袁术！让他交出玉玺！
1311,1,34,70,70,2,0,306,70,0,0,0,7,,这里竟然还有埋伏！？
1312,1,-1,70,70,2,0,306,70,0,0,0,7,,哈哈哈哈，没想到吧，袁术，还不把玉玺交出来！
1313,1,34,70,70,4,0,306,70,0,0,0,7,,…………
1314,1,34,70,70,4,0,306,70,0,0,0,7,,如今连无名小辈都要断我去路。
1315,1,33,70,70,4,0,306,70,0,0,0,7,,主公快走！这里我来顶着！！！
1316,1,-1,70,70,4,0,306,70,7,71,1,7,,快追！
1317,1,-1,-1,-1,0,0,0,0,0,0,1,7,,袁术就在前面，我们快追！
1318,1,-1,71,71,2,0,306,71,0,0,0,7,,袁术，你已经走投无路了，快把玉玺交出来吧。
1319,1,34,71,71,2,0,306,71,0,0,0,7,,……你们……你们这些伪君子。
1320,1,34,71,71,2,0,306,71,0,0,0,7,,打着正义的名号，实际上都是来抢玉玺的！
1321,1,34,71,71,2,0,306,71,0,0,0,7,,我跟你们拼了！！！
1322,1,34,71,71,4,0,306,71,0,0,0,7,,………………
1323,1,-1,71,71,4,0,306,71,0,0,0,7,,袁术，你已经没有退路了，把玉玺交出来，我还能替你向皇帝老爷求情。
1324,1,34,71,71,4,0,306,71,0,0,0,7,,……我好渴……
1325,1,-1,71,71,4,0,306,71,0,0,0,7,,……涵雨妹妹，给他点水喝吧。
1326,1,34,71,71,4,0,306,71,0,0,0,7,,…………呸！这什么水！！这么涩！是人喝的吗！！
1327,1,34,71,71,4,0,306,71,0,0,0,7,,给我加点蜂蜜！！
1328,1,-1,71,71,4,0,306,71,0,0,0,7,,…………真是无药可救了。
1329,1,-1,71,71,4,0,306,71,0,0,0,7,,这山野树林的哪去帮你找蜂蜜，你不喝就等着渴死吧。
1330,1,34,71,71,4,0,306,71,0,0,0,7,,哈哈哈哈哈哈，没想到我袁术贵族之身，最后竟沦落到这个地步。
1331,1,34,71,71,4,0,306,71,0,0,0,7,,你们要玉玺是吗？
1332,1,34,71,71,4,0,306,71,0,0,0,7,,告诉你，玉玺早就被[ff000c]吕布[-]夺去了！
1333,1,34,71,71,4,0,306,71,0,0,0,7,,你们再有本事，也打不过那个鬼神吕布哈哈哈哈！
1334,1,34,71,71,4,0,306,71,0,0,0,7,,哈哈哈哈哈……啊！！！！咳咳……
1335,1,305,71,71,4,0,306,71,0,0,0,7,,主公！！袁术他……咳血而死了……
1336,1,-1,71,71,4,0,306,71,0,0,1,7,,……没想到一方诸侯显贵，竟是这样的下场。
1337,1,304,-1,-1,0,0,304,0,0,0,0,4,,怎么一个个都垂头丧气的？
1338,1,305,-1,-1,0,0,304,0,0,0,0,4,,爹，你自己还不是垂头丧气的。
1339,1,304,-1,-1,0,0,304,0,0,0,0,4,,唉，最近乱的很，日子不好过啊。
1340,1,304,-1,-1,0,0,304,0,0,0,0,4,,城里多出了很多没饭吃的人。
1341,1,304,-1,-1,0,0,304,0,0,0,0,4,,连我都看不下去了，拿了点钱发给他们。
1342,1,-1,-1,-1,0,0,304,0,0,0,0,4,,威风大伯你不要担心，我一定会为皇帝老爷平定乱世。
1343,1,-1,-1,-1,0,0,304,0,0,0,0,4,,等皇帝老爷重新拿回权力的时候。
1344,1,-1,-1,-1,0,0,304,0,0,0,0,4,,大家就都能过上好日子了。
1345,1,304,-1,-1,0,0,304,0,0,0,1,4,,哎哎！我绝对相信你们能成功！
1346,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，现在玉玺在吕布手上。
1347,1,305,-1,-1,0,0,305,0,0,0,0,5,,吕布虽然曾经败在我们手里
1348,1,305,-1,-1,0,0,305,0,0,0,0,5,,但是他背叛董卓之后，四处招揽兵马
1349,1,305,-1,-1,0,0,305,0,0,0,0,5,,如今的势力更胜于当年。
1350,1,305,-1,-1,0,0,305,0,0,0,0,5,,而我们天子亲军才刚刚起步。
1351,1,-1,-1,-1,0,0,305,0,0,0,0,5,,我看未必。
1352,1,-1,-1,-1,0,0,305,0,0,0,0,5,,涵雨妹妹不用过于担忧。
1353,1,-1,-1,-1,0,0,305,0,0,0,0,5,,吕布虽然勇猛，比武力是妥妥地比不过了。
1354,1,-1,-1,-1,0,0,305,0,0,0,0,5,,好在他[ffdb00]智商捉急[-]，只要我们想出对策避开他的锋芒。
1355,1,-1,-1,-1,0,0,305,0,12,60,1,5,,一定有办法战胜的！
1356,1,305,-1,-1,0,0,305,0,7,72,1,5,,既然主公这么有信心，那我也一定会全力辅佐！
1357,1,305,72,-1,1,0,306,72,0,0,0,7,,主公，我派人在此视察了一段时间
1358,1,305,72,-1,1,0,306,72,0,0,0,7,,也许我们可以从[ffdb00]吕布的部下[-]入手。
1359,1,305,72,-1,1,0,306,72,0,0,0,7,,若能成功从内部[ffdb00]策反[-]吕布
1360,1,305,72,-1,1,0,306,72,0,0,1,7,,那我们便可轻松很多。
1361,1,110,72,72,4,0,306,72,0,0,0,7,,你们抓我来有何用意！！
1362,1,-1,72,72,4,0,306,72,0,0,0,7,,我问你，你真的觉得吕布能够夺得天下吗！
1363,1,110,72,72,4,0,306,72,0,0,0,7,,你这是什么意思！
1364,1,-1,72,72,4,0,306,72,0,0,0,7,,吕布空有匹夫之勇，带兵打仗没得说
1365,1,-1,72,72,4,0,306,72,0,0,0,7,,即使真被他夺得了天下，也不可能长久治世
1366,1,-1,72,72,4,0,306,72,0,0,0,7,,到时候又是另一场乱世。
1367,1,110,72,72,4,0,306,72,0,0,0,7,,………………
1368,1,-1,72,72,4,0,306,72,0,0,0,7,,更何况，有勇无谋之人，如何战胜这天下诸多英雄？
1369,1,-1,72,72,4,0,306,72,0,0,0,7,,你跟着他，只会跟着他走向灭亡。
1370,1,-1,72,72,4,0,306,72,0,0,0,7,,而最后，能治理这汉室江山的，只能是大汉天子。
1371,1,110,72,72,4,0,306,72,0,0,0,7,,你想要我叛离主公？
1372,1,-1,72,72,4,0,306,72,0,0,0,7,,我要你，从内部接应我，助我一臂之力。
1373,1,-1,72,72,4,0,306,72,0,0,0,7,,到时候天子夺回政权，必当论功行赏。
1374,1,-1,72,72,4,0,306,72,0,0,0,7,,如何？
1375,1,110,72,72,4,0,306,72,0,0,1,7,,好……
1376,1,110,-1,-1,0,0,0,0,0,0,0,7,,你要我怎么做？
1377,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我带兵攻打[ff000c]下邳[-]，你从内部起兵。
1378,1,-1,-1,-1,0,0,0,0,0,0,0,7,,到时候我们里应外合，就可以一举攻破城池！
1379,1,110,-1,-1,0,0,0,0,7,73,1,7,,好！
1380,1,-1,73,73,2,0,306,73,0,0,0,7,,时机已到！
1381,1,1,73,73,4,0,306,73,0,0,0,7,,报告主公！城内没有发现吕布踪迹！
1382,1,-1,73,73,4,0,306,73,0,0,0,7,,啧，让他逃了。
1383,1,110,73,73,4,0,306,73,0,0,0,7,,下邳已经被我军占领了！
1384,1,-1,73,73,4,0,306,73,0,0,0,7,,等等，吕布反应这么快，一定有问题！
1385,1,111,73,73,4,0,306,73,0,0,0,7,,哈哈哈哈，我早就猜出城内有叛贼
1386,1,111,73,73,4,0,306,73,0,0,0,7,,原来是你这小子。
1387,1,111,73,73,4,0,306,73,7,74,1,7,,看我为将军铲除内贼！
1388,1,110,74,74,4,0,306,74,0,0,0,7,,曹性！你我情同兄弟，你竟然背叛我！
1389,1,112,74,74,4,0,306,74,0,0,0,7,,我只和忠于将军的人做兄弟！
1390,1,112,74,74,4,0,306,74,0,0,0,7,,看刀！！
1391,1,-1,74,74,4,0,306,74,0,0,0,7,,郝将军！
1392,1,110,74,74,4,0,306,74,0,0,0,7,,啊啊啊啊！！
1393,1,-1,74,74,4,0,306,74,0,0,1,7,,…………我对不起你。
1394,1,305,-1,-1,0,0,0,0,0,0,0,7,,主公，我们的计谋失败了
1395,1,305,-1,-1,0,0,0,0,0,0,0,7,,快撤军！
1396,1,-1,-1,-1,0,0,0,0,7,75,1,7,,……走！
1397,1,305,75,75,4,0,306,75,0,0,0,7,,主公，吕布的部下[ffdb00]陈宫[-]率领部队追赶过来了。
1398,1,-1,75,75,4,0,306,75,7,76,1,7,,迎战！
1399,1,113,76,76,2,0,306,76,0,0,0,7,,将军竟然怀疑我与你们是同谋。
1400,1,113,76,76,2,0,306,76,0,0,0,7,,今日我必要取你们首级，已证清白！
1401,1,-1,76,76,4,0,306,76,0,0,0,7,,陈公台，我听说当年曹操待你不薄。
