序号|战法,活动类型(),排序索引,开启时间,活动持续时间（单位分钟）,关闭时间,时间参数,默认标题,跳转按钮文字（若为空，不显示跳转按钮）,跳转UI（0，不跳转| 11，充值界面| 1，推图界面| 14，抽卡界面| 24，竞技场| 6，卡册界面| 67，征讨| 9，封地| 17，活动界面|40，排行榜）,是否存储数,进行服务器ID,活动图标,活动背景图片,战力限制,未登陆时长[天],累计充值数额,整形参数1,整形参数2,整形参数3,整形参数4,整形参数5,整形参数6,整形参数7,整形参数8,整形参数9,整形参数10,整形参数11,字符串参数1,字符串参数2,字符串参数3,字符串参数4,字符串参数5,字符串参数6,提示信息,自动补发邮件ID
2587,9,80952,2018|6|16|0|20|0,120,2018|6|16|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2588,9,80952,2018|6|17|0|20|0,120,2018|6|17|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2589,9,80940,2018|6|11|0|0|0,1439,2018|6|11|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2590,9,80940,2018|6|12|0|0|0,1439,2018|6|12|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2591,9,80940,2018|6|13|0|0|0,1439,2018|6|13|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2592,9,80676,2018|6|16|0|0|0,4319,2018|6|18|0|23|59,,端午献礼,,0,0,0,Banner_Activity08_Tex,activity_blood_tex,0,0,0,2,2,1,1,0,0,0,0,0,0,0,活动期间，玩家登录游戏，即可获得：玉牌*1,NULL,NULL,NULL,NULL,NULL,详情请前往活动界面查看,200000
2593,9,80952,2018|6|16|0|0|0,1439,2018|6|16|0|23|59,,五月端阳 粽叶飘香,立即参加,11,1,0,Banner_Activity08_Tex,activity_duanwu_tex,0,0,0,1,0,1,60,0,0,0,0,0,0,0,您今日累计充值{0}钻石,每日充值60钻即可获得,超值福利，不可错过！,NULL,NULL,NULL,详情请前往活动界面查看,200000
2594,9,80952,2018|6|17|0|0|0,1439,2018|6|17|0|23|59,,五月端阳 粽叶飘香,立即参加,11,1,0,Banner_Activity08_Tex,activity_duanwu_tex,0,0,0,1,0,1,60,0,0,0,0,0,0,0,您今日累计充值{0}钻石,每日充值60钻即可获得,超值福利，不可错过！,NULL,NULL,NULL,详情请前往活动界面查看,200000
2595,9,80952,2018|6|18|0|0|0,1439,2018|6|18|0|23|59,,五月端阳 粽叶飘香,立即参加,11,1,0,Banner_Activity08_Tex,activity_duanwu_tex,0,0,0,1,0,1,60,0,0,0,0,0,0,0,您今日累计充值{0}钻石,每日充值60钻即可获得,超值福利，不可错过！,NULL,NULL,NULL,详情请前往活动界面查看,200000
2596,9,80956,2018|6|18|0|0|0,10079,2018|6|24|0|23|59,,招募惊喜 好礼来伴,立即参加,17,1,0,Banner_Activity06_Tex,activity_loginreward_tex,0,0,0,2,6,6,1,20,40,90,120,150,0,0,您当前累计银币招募{0}次,下个宝箱：累计银币招募{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2597,9,80959,2018|6|18|0|0|0,1439,2018|6|18|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2598,9,80959,2018|6|19|0|0|0,1439,2018|6|19|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2599,9,80959,2018|6|20|0|0|0,1439,2018|6|20|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2600,9,80958,2018|6|21|0|0|0,5759,2018|6|24|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,Banner_Activity02_Tex,activity_bingshu_tex,0,0,0,2,12,4,10,20,35,45,0,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2601,9,80957,2018|6|18|0|0|0,10079,2018|6|24|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2602,9,80952,2018|6|18|0|20|0,120,2018|6|18|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2603,9,80952,2018|6|19|0|20|0,120,2018|6|19|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2604,9,80952,2018|6|20|0|20|0,120,2018|6|20|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2605,9,80952,2018|6|21|0|20|0,120,2018|6|21|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2606,9,80952,2018|6|22|0|20|0,120,2018|6|22|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2607,9,80952,2018|6|23|0|20|0,120,2018|6|23|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2608,9,80952,2018|6|24|0|20|0,120,2018|6|24|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2609,9,80940,2018|6|18|0|0|0,1439,2018|6|18|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2610,9,80940,2018|6|19|0|0|0,1439,2018|6|19|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2611,9,80940,2018|6|20|0|0|0,1439,2018|6|20|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2612,9,80946,2018|6|25|0|0|0,10079,2018|7|1|0|23|59,,招募惊喜 好礼相送,立即参加,17,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,7,6,1,10,40,80,120,160,0,0,您当前累计精选招募{0}次,下个宝箱：累计精选招募{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2613,9,80959,2018|6|25|0|0|0,1439,2018|6|25|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2614,9,80959,2018|6|26|0|0|0,1439,2018|6|26|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2615,9,80959,2018|6|27|0|0|0,1439,2018|6|27|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2616,9,80958,2018|6|28|0|0|0,5759,2018|7|1|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,Banner_Activity02_Tex,activity_bingshu_tex,0,0,0,2,12,4,10,20,35,45,0,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2617,9,80957,2018|6|25|0|0|0,10079,2018|7|1|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2618,9,80952,2018|6|25|0|20|0,120,2018|6|25|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2619,9,80952,2018|6|26|0|20|0,120,2018|6|26|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2620,9,80952,2018|6|27|0|20|0,120,2018|6|27|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2621,9,80952,2018|6|28|0|20|0,120,2018|6|28|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2622,9,80952,2018|6|29|0|20|0,120,2018|6|29|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2623,9,80952,2018|6|30|0|20|0,120,2018|6|30|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2624,9,80952,2018|7|1|0|20|0,120,2018|7|1|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2625,9,80940,2018|6|25|0|0|0,1439,2018|6|25|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2626,9,80940,2018|6|26|0|0|0,1439,2018|6|26|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2627,9,80940,2018|6|27|0|0|0,1439,2018|6|27|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2628,9,80940,2018|6|23|0|0|0,2879,2018|6|24|0|23|59,,虎步夏侯 不羁之风,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,5,3888,6888,10888,18888,25888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
2629,9,80957,2018|7|2|0|0|0,10079,2018|7|8|0|23|59,,战器豪礼 战火重燃,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,0,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,本周时间内，充值300钻石，可获：金钥匙*1 或 银钥匙*10 或 声望*600,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2630,9,80946,2018|7|2|0|0|0,10079,2018|7|8|0|23|59,,招募惊喜 好礼相送,立即参加,17,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,6,5,20,40,80,120,160,0,0,0,您当前累计精选招募{0}次,下个宝箱：累计精选招募{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2631,9,80959,2018|7|2|0|0|0,1439,2018|7|2|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2632,9,80959,2018|7|3|0|0|0,1439,2018|7|3|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2633,9,80959,2018|7|4|0|0|0,1439,2018|7|4|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2634,9,80958,2018|7|5|0|0|0,5759,2018|7|8|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,Banner_Activity02_Tex,activity_bingshu_tex,0,0,0,2,12,4,10,20,35,50,0,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2635,9,80957,2018|7|2|0|0|0,10079,2018|7|8|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2636,9,80952,2018|7|2|0|20|0,120,2018|7|2|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2637,9,80952,2018|7|3|0|20|0,120,2018|7|3|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2638,9,80952,2018|7|4|0|20|0,120,2018|7|4|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2639,9,80952,2018|7|5|0|20|0,120,2018|7|5|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2640,9,80952,2018|7|6|0|20|0,120,2018|7|6|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2641,9,80952,2018|7|7|0|20|0,120,2018|7|7|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2642,9,80952,2018|7|8|0|20|0,120,2018|7|8|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2643,9,80957,2018|7|2|0|0|0,10079,2018|7|8|0|23|59,,沉鱼落雁 望月大乔,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,2,0,5,3000,5000,8000,15000,22000,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2644,9,80940,2018|7|2|0|0|0,1439,2018|7|2|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2645,9,80940,2018|7|3|0|0|0,1439,2018|7|3|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2646,9,80940,2018|7|4|0|0|0,1439,2018|7|4|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Activity07_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2647,9,80946,2018|7|9|0|0|0,10079,2018|7|15|0|23|59,,招募惊喜 好礼相送,立即参加,17,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,7,6,1,10,40,80,140,160,0,0,您当前累计精选招募{0}次,下个宝箱：累计精选招募{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2648,9,80959,2018|7|9|0|0|0,1439,2018|7|9|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2649,9,80959,2018|7|10|0|0|0,1439,2018|7|10|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2650,9,80959,2018|7|11|0|0|0,1439,2018|7|11|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Activity09_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2651,9,80958,2018|7|9|0|0|0,10079,2018|7|15|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,Banner_Activity02_Tex,activity_bingshu_tex,0,0,0,2,12,4,10,20,35,50,0,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2652,9,80957,2018|7|9|0|0|0,10079,2018|7|15|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Activity05_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2653,9,80952,2018|7|9|0|20|0,120,2018|7|9|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2654,9,80952,2018|7|10|0|20|0,120,2018|7|10|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2655,9,80952,2018|7|11|0|20|0,120,2018|7|11|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2656,9,80952,2018|7|12|0|20|0,120,2018|7|12|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
