编号,"表现类型（1,对话;2,信件;3,图片）",NPCID(对话头像填路径/邮件头像直接填ID),事件图片名,事件特效类型(0无1火2雨3群殴),事件触发Icon,音效路径,音效延时,事件描述(对话框内容/事件描述),"触发的表现(对应本表ID列,用于下一步的表现,0为事件结束)",选项1内容,选项2内容,选项3内容
413011,3,0,Event02_Tex,0,icon_event11_tex,null,0,运气好起来真是挡都挡不住，居然在郊外发现了一大箱财宝！莫非是因为我长得太帅？？？,0,交给主公扩充军备！,总之先收着吧……,null
413021,3,0,Event06_Tex,0,icon_event11_tex,null,0,这批军备被顺利送往了荆州城，天子亲军的军备库得到了扩充。,413022,null,null,null
413022,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
413031,3,0,Event05_Tex,0,icon_event11_tex,null,0,你收起了这批宝藏，心里还有点小激动呢。,413032,null,null,null
413032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
414011,3,0,Event05_Tex,0,icon_event11_tex,null,0,"荆州地区周边发生了人为纵火事件，我军将士及时参与救火,赢得了人民的爱戴！",414012,null,null,null
414012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
415011,3,0,Event05_Tex,0,icon_event11_tex,null,0,新野地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,415012,null,null,null
415012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
416011,3,0,Event05_Tex,0,icon_event11_tex,null,0,长安地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,416012,null,null,null
416012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
417011,3,0,Event05_Tex,0,icon_event11_tex,null,0,洛阳地区周边发生了人为纵火事件，我军将士及时参与救火，并且和民众一起痛扁了凶手一顿，真是大快人心！！,417012,null,null,null
417012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
418011,3,0,Event04_Tex,0,icon_event11_tex,null,0,天气渐凉，村民们心疼外出巡游的将士们，纷纷送来了外套，暖炉等，将士们非常感动。,418012,null,null,null
418012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
419011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民们担心将士们独自巡游赶到孤单，自告奋勇给大家讲笑话，将士们非常高兴。,419012,null,null,null
419012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
420011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民伍大林为了感谢主公的辛劳，给大家伙儿带来了自家做的灌香肠，将士们非常高兴。,420012,null,null,null
420012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
421011,3,0,Event04_Tex,0,icon_event11_tex,null,0,在村长的带领下，牛家村实现了连续三个月蝉联荆州地区人均养牛数量第一的目标，牛家村村民非常高兴，给将士们送来了不少牛肉。,421012,null,null,null
421012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
215011,1,npc/icon/npc47,null,0,icon_event11_tex,null,0,郭嘉：\n我看今日风轻云秀，料想定会遇到好事，原来是在此偶遇故友，真是凑巧，来，不如我们把酒夜话，喝个痛快！,215012,null,null,null
215012,3,0,Event04_Tex,0,icon_event11_tex,null,0,你与郭嘉相携走进了隔壁的旅馆，一时间引来了无数人的目光。,215013,null,null,null
215013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
216011,1,npc/icon/npc68,null,0,icon_event11_tex,null,0,孙尚香：\n哟，好久不见啊！本小姐最研习了一套新箭法，不如你陪我练练！,216012,null,null,null
216012,3,0,Event04_Tex,0,icon_event11_tex,null,0,你不得不陪着孙家的郡主练习了一天的箭法……,216013,null,null,null
216013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
217011,1,npc/icon/npc132,null,0,icon_event11_tex,null,0,甄姬：\n长久呆在房里实在憋闷，今天出来走走不想遇到了故人，真令人高兴。,217012,null,null,null
217012,3,0,Event04_Tex,0,icon_event11_tex,null,0,你陪着甄姬逛了一会儿，便互相告辞了。,217013,null,null,null
217013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
218011,1,npc/icon/npc75,null,0,icon_event11_tex,null,0,鲁肃：\n战场上混久了，能在此相遇故友，倾诉一番，真是高兴啊！,218012,null,null,null
218012,1,npc/icon/npc75,null,0,icon_event11_tex,null,0,鲁肃：\n伯言已经成长到能独当一面的程度了，我想我很快可以卸下一些重担了，哈哈哈。,218013,null,null,null
218013,3,0,Event04_Tex,0,icon_event11_tex,null,0,鲁肃拉着你走进了街边的小菜馆，点了几个小菜，侃侃而谈起来。,218014,null,null,null
218014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
219011,3,0,Event05_Tex,0,icon_event11_tex,null,0,新野地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,219012,null,null,null
219012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
220011,3,0,Event05_Tex,0,icon_event11_tex,null,0,长安地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,220012,null,null,null
220012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
221011,3,0,Event05_Tex,0,icon_event11_tex,null,0,洛阳地区周边发生了人为纵火事件，我军将士及时参与救火，并且和民众一起痛扁了凶手一顿，真是大快人心！！,221012,null,null,null
221012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
222011,3,0,Event04_Tex,0,icon_event11_tex,null,0,天气渐凉，村民们心疼外出巡游的将士们，纷纷送来了外套，暖炉等，将士们非常感动。,222012,null,null,null
222012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
223011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民们担心将士们独自巡游赶到孤单，自告奋勇给大家讲笑话，将士们非常高兴。,223012,null,null,null
223012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
224011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民伍大林为了感谢主公的辛劳，给大家伙儿带来了自家做的灌香肠，将士们非常高兴。,224012,null,null,null
224012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
225011,3,0,Event04_Tex,0,icon_event11_tex,null,0,在村长的带领下，牛家村实现了连续三个月蝉联荆州地区人均养牛数量第一的目标，牛家村村民非常高兴，给将士们送来了不少牛肉。,225012,null,null,null
225012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
315011,1,npc/icon/npc130,null,0,icon_event11_tex,null,0,司马懿：\n故友相会本是喜事，我应当尽地主之谊招待你一番才是，可惜今日我身体欠佳，只好来日再登门赔罪了。,315012,null,null,null
315012,3,0,Event04_Tex,0,icon_event11_tex,null,0,司马懿抱歉地看了你一眼，接着便离去了，明明看着气色正佳，为何生病了呢？算了，不管他了。,315013,null,null,null
315013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
316011,1,npc/icon/npc4,null,0,icon_event11_tex,null,0,张角：\n唉，大家都不喜欢我们黄巾军，嫌我们名字土，嫌我们制服不好看……还说我们这是邪教，我这怎么会是邪教呢！！唉你听我说啊……@@##&&……,316012,null,null,null
316012,3,0,Event04_Tex,0,icon_event11_tex,null,0,张角扯着你的衣服开始了长篇大论，接着还送了你一套黄巾军制服。,316013,null,null,null
316013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
317011,1,npc/icon/npc83,null,0,icon_event11_tex,null,0,诸葛亮：\n……………………………………………………,317012,null,null,null
317012,1,npc/icon/npc83,null,0,icon_event11_tex,null,0,诸葛亮：\n…………zzzzzzzzzzzzZZZZZZZZZZZZZZZZZZZZZZ,317013,null,null,null
317013,3,0,Event04_Tex,0,icon_event11_tex,null,0,正巧在街边遇到了打盹中的诸葛亮，你赶紧把他瞌睡的样子画下来，投给三国八卦杂志上说不定能赚不少稿费呢！,317014,null,null,null
317014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
318011,1,npc/icon/npc124,null,0,icon_event11_tex,null,0,小乔：\n周郎周郎~你看那是谁！,318012,null,null,null
318012,1,npc/icon/npc70,null,0,icon_event11_tex,null,0,周瑜：\n别来无恙！上次一别还是……总之很久了。小乔，备酒，我要与故友痛饮一番。,318013,null,null,null
318013,3,0,Event04_Tex,0,icon_event11_tex,null,0,有小乔斟酒，周郎相伴，真是好不惬意，喝！,318014,null,null,null
318014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
319011,3,0,Event05_Tex,0,icon_event11_tex,null,0,新野地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,319012,null,null,null
319012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
320011,3,0,Event05_Tex,0,icon_event11_tex,null,0,长安地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,320012,null,null,null
320012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
321011,3,0,Event05_Tex,0,icon_event11_tex,null,0,洛阳地区周边发生了人为纵火事件，我军将士及时参与救火，并且和民众一起痛扁了凶手一顿，真是大快人心！！,321012,null,null,null
321012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
322011,3,0,Event04_Tex,0,icon_event11_tex,null,0,天气渐凉，村民们心疼外出巡游的将士们，纷纷送来了外套，暖炉等，将士们非常感动。,322012,null,null,null
322012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
323011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民们担心将士们独自巡游赶到孤单，自告奋勇给大家讲笑话，将士们非常高兴。,323012,null,null,null
323012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
324011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民伍大林为了感谢主公的辛劳，给大家伙儿带来了自家做的灌香肠，将士们非常高兴。,324012,null,null,null
324012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
325011,3,0,Event04_Tex,0,icon_event11_tex,null,0,在村长的带领下，牛家村实现了连续三个月蝉联荆州地区人均养牛数量第一的目标，牛家村村民非常高兴，给将士们送来了不少牛肉。,325012,null,null,null
325012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
800011,3,0,Event03_Tex,0,icon_event11_tex,null,0,新年将至，天子亲军治下的各个城乡都在准备庆祝过年，外出的武将收到了一封寄给主公的请帖。,800012,null,null,null
800012,2,npc3001,null,0,icon_event11_tex,null,0,主公：\n见信好！\n我们在天子亲军的治理下又平安地度过了一年~~为表感谢，我们在此邀请主公派遣一些部下来视察乡里民间，参与派遣特别活动！\n我们同时还邀请了各位名将来到这里，如果您在视察过程中找到了他们，也许可以将他们收入麾下哦！,800013,null,null,null
800013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了15点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
801011,3,0,Event03_Tex,0,icon_event11_tex,null,0,万物复苏生机勃勃，田里也忙碌了起来。,801012,null,null,null
801012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n看到大家安居乐业的样子，主公一定会非常高兴的。,801013,null,null,null
801013,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n虽然我们来这里的目的是为了找人，但是看到乡民们这么辛苦……,801014,null,null,null
