卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
342,霸王孙策,342,0,0,1,3,5,1,9,0,5,1,1|0|3|0|0|0,1,13421,13421,13421,13421,13421,1108,1608,92502,56114,56114,56114,56114,715,422,723,11,虎父,14,0.25,权弟,6,0.25,情同手足,10,0.25,江东绝色,74,0.25,NULL,-1,0,NULL,-1,0,11,340,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5sunce1,cardX5sunce1,0,warrior/X5sunce1S,warrior/X5sunce1D,“独战东南地，人称小霸王。运筹如虎踞，决策似鹰扬。威镇三江靖，名闻四海香。临终遗大事，专意属周郎。”
343,驰骋孙策,343,0,0,1,3,5,2,9,1,5,1,1|0|3|0|0|0,1,13431,13431,13431,13431,13431,1108,1708,1908,56114,56114,56114,56114,818,413,629,11,虎父,14,0.25,酣斗之情,9,0.25,情同手足,10,0.25,江东绝色,74,0.25,NULL,-1,0,NULL,-1,0,11,341,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5sunce2,cardX5sunce2,0,warrior/X5sunce2S,warrior/X5sunce2D,“美姿颜，好笑语，性阔达听受，善于用人。”
344,周泰,344,0,0,0,3,4,0,4,0,2,1,0|2|3|0|0|0,1,33441,33441,33442,33443,33444,1008,408,1608,55511,55512,55513,55514,84,76,95,32,舍身取义,57,0.25,并肩辅佐,71,0.2,黄金搭档,87,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,32,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_32,cardX4_32,0,warrior/X4_32S,warrior/X4_32D,东吴大将，早先是强盗头子，以打家劫舍为生。跟随孙权后四处征战，数次身中刀伤，却总能坚强地活下来。每一道伤疤都是这个男人的荣耀。
345,魏延,345,0,0,0,2,4,0,4,2,1,1,1|2|0|0|0|0,1,43451,43451,43452,43453,43454,1408,1108,-1,55811,55812,55813,55814,96,71,88,29,送葬者,72,0.2,反骨仔,3,0.25,数有战功,24,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,29,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_29,cardX4_29,0,warrior/X4_29S,warrior/X4_29D,蜀国主力战将，凭过人武技、擅长兵法深得刘备重用。只可惜情商太低，领导同事之间的关系都很僵硬。更可悲的是和诸葛亮气场不合，最后被其用遗计所杀。
346,觉醒印·孙坚,0,0,2,1,3,5,0,9,0,2,2,1|0|3|0|0|0,1,13481,13481,13481,13481,13481,-1,-1,-1,56211,56212,56213,56214,1,1,1,346,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上孙坚可合成“武烈孙坚”
347,堕天印·孙坚,0,0,3,1,3,5,0,9,1,1,2,1|0|3|0|0|0,1,23491,23491,23491,23491,23491,-1,-1,-1,56211,56212,56213,56214,1,1,1,347,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上孙坚可合成“猛虎孙坚”
348,武烈孙坚,348,0,0,1,3,5,1,9,0,6,1,1|0|3|0|0|0,1,13481,13481,13481,13481,13481,1208,1008,1608,56214,56214,56214,56214,600,414,854,14,长子勇猛,11,0.25,次子睿智,6,0.25,老臣忠心,41,0.2,贤妻辅佐,48,0.25,联军抗贼,1,0.25,NULL,-1,0,14,346,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5sunjian1,cardX5sunjian1,0,warrior/X5sunjian1S,warrior/X5sunjian1D,“勇挚刚毅，孤微发迹，导温戮卓，山陵杜塞，有忠壮之烈。”
349,猛虎孙坚,349,0,0,1,3,5,2,9,1,5,1,1|0|3|0|0|0,1,23491,23491,23491,23491,23491,1208,1108,1708,56214,56214,56214,56214,814,415,639,14,长子勇猛,11,0.25,次子睿智,6,0.25,贤妻辅佐,48,0.25,讨伐的决心,21,0.25,NULL,-1,0,NULL,-1,0,14,347,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5sunjian2,cardX5sunjian2,0,warrior/X5sunjian2S,warrior/X5sunjian2D,“谁道江南少将才？明星夜夜照文台。欲诛董卓安天下，为首江东猛虎来。”
350,指游之春,500,1,0,0,2,4,0,4,1,1,1,0|0|0|4|5|0,2,13501,13501,13502,13503,13504,608,1108,-1,55411,55412,55413,55414,86,89,80,350,夏之灿烂,351,0.25,秋之红叶,352,0.25,冬之冰雪,353,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5009,card5009,0,warrior/74S,warrior/8D_05,指日为思心如一，游刃驰骋争余年，方兴已律正流光，寸草生晖林惜阴。春江水暖鱼游感，夏蝉莺啼好似谢，秋山枫叶晚霞陪，冬寒但见雪为伴。指游方寸·春-------春天，我们播下希望的种子，祈祷！
351,指游之夏,501,1,0,0,1,4,0,4,2,2,1,1|0|3|0|0|0,2,23511,23511,23512,23513,23514,1708,1408,-1,56111,56112,56113,56114,90,77,88,351,春之耕耘,350,0.25,秋之红叶,352,0.25,冬之冰雪,353,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5009,card5009,0,warrior/74S,warrior/8D_05,指日为思心如一，游刃驰骋争余年，方兴已律正流光，寸草生晖林惜阴。春江水暖鱼游感，夏蝉莺啼好似谢，秋山枫叶晚霞陪，冬寒但见雪为伴。指游方寸·夏-------夏天，我们挥洒激昂汗水，奋进！
352,指游之秋,502,1,0,0,3,4,0,4,0,2,1,1|0|3|0|0|0,2,13521,13521,13522,13523,13524,1008,1608,-1,56211,56212,56213,56214,87,78,90,352,春之耕耘,350,0.25,夏之灿烂,351,0.25,冬之冰雪,353,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5009,card5009,0,warrior/74S,warrior/8D_05,指日为思心如一，游刃驰骋争余年，方兴已律正流光，寸草生晖林惜阴。春江水暖鱼游感，夏蝉莺啼好似谢，秋山枫叶晚霞陪，冬寒但见雪为伴。指游方寸·秋-------秋天我们喜迎硕果，收获  ！
353,指游之冬,503,1,0,0,4,4,0,4,2,1,1,0|0|3|4|0|0,2,13531,13531,13532,13533,13534,208,1108,-1,56111,56112,56113,56114,87,82,86,353,春之耕耘,350,0.25,夏之灿烂,351,0.25,秋之红叶,352,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5009,card5009,0,warrior/74S,warrior/8D_05,指日为思心如一，游刃驰骋争余年，方兴已律正流光，寸草生晖林惜阴。春江水暖鱼游感，夏蝉莺啼好似谢，秋山枫叶晚霞陪，冬寒但见雪为伴。指游方寸·冬-------冬天，感谢你们陪伴一年光阴，希冀！
354,觉醒印·甄姬,0,0,2,1,1,5,0,9,1,4,2,0|0|0|4|5|0,2,43561,43561,43561,43561,43561,-1,-1,-1,54221,54222,54223,54224,1,1,1,354,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上甄姬可合成“洛神甄姬”
355,堕天印·甄姬,0,0,3,1,4,5,0,9,1,3,2,0|0|0|4|5|0,2,13571,13571,13571,13571,13571,-1,-1,-1,54221,54222,54223,54224,1,1,1,355,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上甄姬可合成“灵蛇甄姬”
356,洛神甄姬,356,0,0,1,1,5,1,9,1,8,1,0|0|0|4|5|0,2,43561,43561,43561,43561,43561,608,1909,80008,54224,54224,54224,54224,377,698,697,77,身所属,43,0.25,心所向,105,0.15,才女的悲哀,203,0.25,魏王,1,0.25,悲运红颜,34,0.25,NULL,-1,0,77,354,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhenji1,cardX5zhenji1,0,warrior/X5zhenji1S,warrior/X5zhenji1D,“仿佛兮若轻云之蔽月，飘飖兮若流风之回雪。”
357,灵蛇甄姬,357,0,0,1,4,5,2,9,1,7,1,0|0|0|4|5|0,2,13571,13571,13571,13571,13571,608,1909,308,54224,54224,54224,54224,540,627,605,77,身所属,43,0.25,魏之隐患,5,0.25,才女的悲哀,203,0.25,魏王,1,0.25,NULL,-1,0,NULL,-1,0,77,355,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhenji2,cardX5zhenji2,0,warrior/X5zhenji2S,warrior/X5zhenji2D,“蒲生我池中，其叶何离离。傍能行仁义，莫若妾自知。”
358,觉醒印·陆逊,0,0,2,1,3,5,0,9,1,4,2,0|2|0|4|0|0,1,43601,43601,43601,43601,43601,-1,-1,-1,56311,56312,56313,56314,1,1,1,358,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上陆逊可合成“焚天陆逊”
359,堕天印·陆逊,0,0,3,1,3,5,0,9,1,3,2,0|2|0|4|0|0,1,33611,33611,33611,33611,33611,-1,-1,-1,56311,56312,56313,56314,1,1,1,359,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上陆逊可合成“儒将陆逊”
360,焚天陆逊,360,0,0,1,3,5,1,9,1,8,1,0|2|0|4|0|0,1,43601,43601,43601,43601,43601,308,708,-1,56314,56314,56314,56314,414,703,739,12,成名之战,18,0.25,东吴名将,36,0.25,少主知遇,6,0.25,东吴郡主,20,0.25,NULL,-1,0,NULL,-1,0,12,358,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5luxun1,cardX5luxun1,0,warrior/X5luxun1S,warrior/X5luxun1D,“挥毫关将堕，焚铠蜀王羞。”
361,儒将陆逊,361,0,0,1,3,5,2,9,1,7,1,0|2|0|4|0|0,1,33611,33611,33611,33611,33611,308,1508,1208,56314,56314,56314,56314,576,640,640,12,成名之战,18,0.25,东吴名将,36,0.25,君臣不善终,6,0.25,大都督,10,0.25,NULL,-1,0,NULL,-1,0,12,359,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5luxun2,cardX5luxun2,0,warrior/X5luxun2S,warrior/X5luxun2D,“坐帐谈兵按六韬，安排香饵钓鲸鳌。三分自是多英俊，又显江南陆逊高。”
365,觉醒印·黄忠,0,0,2,1,2,5,0,9,1,1,2,0|2|0|4|0|0,1,13671,13671,13671,13671,13671,-1,-1,-1,55411,55412,55413,55414,1,1,1,365,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上黄忠可合成“弓神黄忠”
366,堕天印·黄忠,0,0,3,1,2,5,0,9,2,1,2,0|2|0|4|0|0,1,13681,13681,13681,13681,13681,-1,-1,-1,55411,55412,55413,55414,1,1,1,366,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上黄忠可合成“讨虏黄忠”
367,弓神黄忠,367,0,0,1,2,5,1,9,1,5,1,0|2|0|4|0|0,1,13671,13671,13671,13671,13671,1108,1909,-1,55414,55414,55414,55414,790,388,610,24,老臣相知,23,0.25,五虎上将,13,0.25,至强双弓,9,0.25,老将知遇,18,0.25,NULL,-1,0,NULL,-1,0,24,365,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5huangzhong1,cardX5huangzhong1,0,warrior/X5huangzhong1S,warrior/X5huangzhong1D,“安得夫差水犀手，三千强弩射潮低。”
368,讨虏黄忠,368,0,0,1,2,5,2,9,2,5,1,0|2|0|4|0|0,1,13681,13681,13681,13681,13681,1108,1708,208,55414,55414,55414,55414,694,393,701,24,老臣相知,23,0.25,五虎上将,13,0.25,老将知遇,18,0.25,弓神后继,245,0.25,NULL,-1,0,NULL,-1,0,24,366,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5huangzhong2,cardX5huangzhong2,0,warrior/X5huangzhong2S,warrior/X5huangzhong2D,“将军敦壮，摧峰登难，立功立事，于时之干。”
369,张春华,369,0,0,0,1,4,0,4,1,4,1,0|0|0|4|5|0,2,43691,43691,43692,43693,43694,608,708,-1,54211,54212,54213,54214,71,95,89,58,老东西,5,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,58,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_58,cardX4_58,0,warrior/58S,warrior/58D,司马懿的老婆，非常有手段的女人。司马懿说自己有病无法响应曹操的召见。天下雨司马懿着急跑出来收书结果被丫鬟看到，张春华亲自刺死丫鬟。可见张春华绝对是铁腕御姐。
370,徐晃,370,0,0,0,1,4,0,4,0,1,1,1|0|3|0|0|0,1,23701,23701,23702,23703,23704,1108,1208,-1,52411,52412,52413,52414,92,73,90,60,五子良将,38,0.2,至尊双斧,36,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,60,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_60,cardX4_60,0,warrior/60S,warrior/60D,五子良将之一，使用大斧，暴力非凡。实力不必多说。曾作为曹仁的援军而击败关羽。
371,觉醒印·贾诩,0,0,2,1,1,5,0,9,1,4,2,0|0|0|4|5|0,1,43731,43731,43731,43731,43731,-1,-1,-1,54421,54422,54423,54424,1,1,1,27,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上贾诩可合成“毒士贾诩”
372,堕天印·贾诩,0,0,3,1,1,5,0,9,2,3,2,0|0|0|4|5|0,1,23741,23741,23741,23741,23741,-1,-1,-1,54421,54422,54423,54424,1,1,1,27,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上贾诩可合成“乱武贾诩”
373,毒士贾诩,373,0,0,1,1,5,1,9,1,8,1,0|0|0|4|5|0,1,43731,43731,43731,43731,43731,1908,108,708,54424,54424,54424,54424,405,711,692,27,魏国五谋士,53,0.2,并肩辅佐,8,0.25,天下之主,1,0.25,老狐狸,5,0.25,NULL,-1,0,NULL,-1,0,27,371,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5jiaxu1,cardX5jiaxu1,0,warrior/X5jiaxu1S,warrior/X5jiaxu1D,“使我信重於天下者，子也。”
374,乱武贾诩,374,0,0,1,1,5,2,9,2,7,1,0|0|0|4|5|0,1,23741,23741,23741,23741,23741,208,108,1208,54324,54324,54324,54324,563,605,640,27,魏国五谋士,53,0.2,并肩辅佐,8,0.25,天下之主,1,0.25,老狐狸,5,0.25,NULL,-1,0,NULL,-1,0,27,372,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5jiaxu2,cardX5jiaxu2,0,warrior/X5jiaxu2S,warrior/X5jiaxu2D,“自古兆乱，未有如此之甚。”
375,董白,375,0,0,0,4,4,0,4,2,1,1,0|2|0|4|0|0,2,43751,43751,43752,43753,43754,1208,1408,-1,51211,51212,51213,51214,89,70,98,118,爷爷最疼我,21,0.25,小姐妹,44,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,118,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_118,cardX4_118,0,warrior/44S,warrior/44D,董卓的孙女，著名的腹黑萝莉，要多萌就有多萌啊。虽然我们很恨她爷爷，但是这并不阻止我们爱他孙女。
376,觉醒印·吕姬,0,0,2,1,4,5,0,9,1,1,2,0|2|0|4|0|0,2,13781,13781,13781,13781,13781,-1,-1,-1,51211,51212,51213,51214,1,1,1,375,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上吕姬可合成“猩红吕姬”
377,堕天印·吕姬,0,0,3,1,4,5,0,9,2,1,2,0|2|0|4|0|0,2,13791,13791,13791,13791,13791,-1,-1,-1,51211,51212,51213,51214,1,1,1,376,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上吕姬可合成“双子吕姬”
378,猩红吕姬,378,0,0,1,4,5,1,9,1,5,1,0|2|0|4|0|0,2,13781,13781,13781,13781,13781,608,1908,1708,51214,51214,51214,51214,797,390,637,206,至强老爸,19,0.25,绝色老妈,34,0.25,霸气姐妹,44,0.25,小姐妹,118,0.25,一世之敌,1,0.25,大耳奸贼,18,0.25,206,376,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5lvji1,cardX5lvji1,0,warrior/X5lvji2S,warrior/X5lvji2D,“红刃白骨惊晦夜，寒光震刁斗，昭明掩映杀气透。”
379,双子吕姬,379,0,0,1,4,5,2,9,2,5,1,0|2|0|4|0|0,2,13791,13791,13791,13791,13791,608,1008,2008,51214,51214,51214,51214,694,393,739,206,至强老爸,19,0.25,绝色老妈,34,0.25,霸气姐妹,44,0.25,小姐妹,118,0.25,NULL,-1,0,NULL,-1,0,206,377,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5lvji2,cardX5lvji2,0,warrior/X5lvji1S,warrior/X5lvji1D,“晴空无暇，身先百战掠敌阵；漫山飞花碧连天，狼啸千里。”
380,觉醒印·吕玲绮,0,0,2,1,4,5,0,9,2,1,2,0|2|3|0|0|0,2,13821,13821,13821,13821,13821,-1,-1,-1,51421,51422,51423,51424,1,1,1,379,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上吕玲绮可合成“战姬吕玲绮”
381,堕天印·吕玲绮,0,0,3,1,4,5,0,9,2,1,2,0|2|3|0|0|0,2,13831,13831,13831,13831,13831,-1,-1,-1,51421,51422,51423,51424,1,1,1,380,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上吕玲绮可合成“双子吕玲绮”
382,战姬吕玲绮,382,0,0,1,4,5,1,9,2,5,1,0|2|3|0|0|0,2,13821,13821,13821,13821,13821,608,1908,2008,51424,51424,51424,51424,781,405,622,44,至强老爸,19,0.25,绝色老妈,34,0.25,霸气姐妹,206,0.25,小姐妹,118,0.25,NULL,-1,0,NULL,-1,0,44,380,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5lvlingqi1,cardX5lvlingqi1,0,warrior/X5lvlingqi1S,warrior/X5lvlingqi1D,“打马转身再战三千，无双之勇堪当百万”
383,双子吕玲绮,383,0,0,1,4,5,2,9,2,5,1,0|2|3|0|0|0,2,13831,13831,13831,13831,13831,1108,208,608,51424,51424,51424,51424,677,414,718,44,至强老爸,19,0.25,绝色老妈,34,0.25,霸气姐妹,206,0.25,小姐妹,118,0.25,NULL,-1,0,NULL,-1,0,44,381,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5lvlingqi2,cardX5lvlingqi2,0,warrior/X5lvlingqi2S,warrior/X5lvlingqi2D,“月光皎洁，照心头平静如洗；彼岸花起舞如火，指引路途。”
384,觉醒印·姜维,0,0,2,1,2,5,0,9,0,7,2,0|0|3|0|5|0,1,13861,13861,13861,13861,13861,-1,-1,-1,51421,51422,51423,51424,1,1,1,384,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上姜维可合成“麒麟姜维”
385,堕天印·姜维,0,0,3,1,2,5,0,9,2,6,2,0|0|3|0|5|0,1,13871,13871,13871,13871,13871,-1,-1,-1,55911,55912,55913,55914,1,1,1,385,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上姜维可合成“斗胆姜维”
386,麒麟姜维,386,0,0,1,2,5,1,9,0,7,1,0|0|3|0|5|0,1,13861,13861,13861,13861,13861,208,1808,1208,55214,55214,55214,55214,566,583,697,30,衣钵传人,3,0.25,师母,67,0.25,蜀国支柱,4,0.25,刘后主,252,0.25,NULL,-1,0,NULL,-1,0,315,384,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5jiangwei1,cardX5jiangwei1,0,warrior/X5jiangwei2S,warrior/X5jiangwei2D,“少年初出天水关，每论战，诸葛善。万里戎机，临危坐不乱。”
387,斗胆姜维,387,0,0,1,2,5,2,9,2,6,1,0|0|3|0|5|0,1,13871,13871,13871,13871,13871,208,1608,1208,55914,55914,55914,55914,624,611,611,30,衣钵传人,3,0.25,师母,67,0.25,蜀国支柱,4,0.25,刘后主,252,0.25,NULL,-1,0,NULL,-1,0,315,385,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5jiangwei2,cardX5jiangwei2,0,warrior/X5jiangwei1S,warrior/X5jiangwei1D,“大胆应无惧，雄心誓不改。”
388,觉醒印·曹仁,0,0,2,1,1,5,0,9,2,5,2,1|0|3|0|0|0,1,13901,13901,13901,13901,13901,-1,-1,-1,55811,55812,55813,55814,1,1,1,388,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上曹仁可合成“疾风曹仁”
389,堕天印·曹仁,0,0,3,1,1,5,0,9,0,6,2,1|0|3|0|0|0,1,13911,13911,13911,13911,13911,-1,-1,-1,55811,55812,55813,55814,1,1,1,389,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上曹仁可合成“征南曹仁”
390,疾风曹仁,390,0,0,1,1,5,1,9,2,5,1,1|0|3|0|0|0,1,13901,13901,13901,13901,13901,1708,1208,1108,55814,55814,55814,55814,789,385,628,49,国之栋梁,8,0.25,点拨之恩,16,0.25,从兄,1,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,49,388,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5caoren1,cardX5caoren1,0,warrior/X5caoren1S,warrior/X5caoren1D,“将军真天人也。”
391,征南曹仁,391,0,0,1,1,5,2,9,0,6,1,1|0|3|0|0|0,1,13911,13911,13911,13911,13911,1608,208,308,55814,55814,55814,55814,686,388,728,49,国之栋梁,8,0.25,点拨之恩,16,0.25,从兄,1,0.25,樊城之战,2,0.25,NULL,-1,0,NULL,-1,0,49,389,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5caoren2,cardX5caoren2,0,warrior/X5caoren2S,warrior/X5caoren2D,“为将奉法，不当如征南邪！”
392,觉醒印·孙尚香,0,0,2,1,2,5,0,9,1,5,2,0|2|0|4|0|0,2,13941,13941,13941,13941,13941,-1,-1,-1,52121,52122,52123,52124,1,1,1,392,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上孙尚香可合成“弓腰姬孙尚香”
393,堕天印·孙尚香,0,0,3,1,3,5,0,9,1,5,2,0|2|0|4|0|0,2,13951,13951,13951,13951,13951,-1,-1,-1,52121,52122,52123,52124,1,1,1,393,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上孙尚香可合成“郡主孙尚香”
