序号|战法(ID要小于10000),邮件类型,文本索引,文本标题,文本内容,发送者,附件类型,附件数量
405,1,405,暴君董卓登录领,尊敬的主公：\n感谢您参加【暴君董卓登录领】活动，活动期间，您累计登陆7天，获得武将吕玲绮，请点击附件进行领取,活动系统,405,1
406,1,406,暴君董卓登录领,尊敬的主公：\n感谢您参加【暴君董卓登录领】活动，活动期间，您累计登陆15天，获得武将小乔，请点击附件进行领取,活动系统,406,1
407,1,407,暴君董卓登录领,尊敬的主公：\n感谢您参加【暴君董卓登录领】活动，活动期间，您累计登陆30天，获得武将董卓，请点击附件进行领取,活动系统,407,1
408,1,408,江东猛虎洛神倾城,尊敬的主公：\n感谢您参加【江东猛虎洛神倾城】活动，活动期间，您累计充值1000钻石，获得转盘券*6，请点击附件进行领取,活动系统,408,1
409,1,409,江东猛虎洛神倾城,尊敬的主公：\n感谢您参加【江东猛虎洛神倾城】活动，活动期间，您累计充值3000钻石，获得银色硬币*20，请点击附件进行领取,活动系统,409,1
410,1,410,江东猛虎洛神倾城,尊敬的主公：\n感谢您参加【江东猛虎洛神倾城】活动，活动期间，您累计充值9000钻石，获得青龙石*30，印玉*50，请点击附件进行领取,活动系统,410,2
411,1,411,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗2000钻石，获得金色硬币*3，银色硬币*1，请点击附件进行领取,活动系统,411,2
412,1,412,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗5000钻石，获得转盘券*40，请点击附件进行领取,活动系统,412,1
413,1,413,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗8000钻石，获得金色钥匙*5，印玉*50，请点击附件进行领取,活动系统,413,2
414,1,414,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗10000钻石，获得青龙石*30，请点击附件进行领取,活动系统,414,1
415,1,415,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第5章，获得转盘券*2，请点击附件进行领取,活动系统,415,1
416,1,416,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第8章，获得传承卷*10，请点击附件进行领取,活动系统,416,1
417,1,417,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第15章，获得银色硬币*3，请点击附件进行领取,活动系统,417,1
418,1,418,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第18章，获得金色硬币*2，请点击附件进行领取,活动系统,418,1
419,1,419,弓神觉醒讨虏破敌,尊敬的主公：\n感谢您参加【弓神觉醒讨虏破敌】活动，活动期间，您累计充值1000钻石，获得转盘券*6，请点击附件进行领取,活动系统,419,1
420,1,420,弓神觉醒讨虏破敌,尊敬的主公：\n感谢您参加【弓神觉醒讨虏破敌】活动，活动期间，您累计充值3000钻石，获得银色硬币*20，请点击附件进行领取,活动系统,420,1
421,1,421,弓神觉醒讨虏破敌,尊敬的主公：\n感谢您参加【弓神觉醒讨虏破敌】活动，活动期间，您累计充值9000钻石，获得青龙石*30，印玉*50，请点击附件进行领取,活动系统,421,2
422,1,422,消耗不停豪礼不停,尊敬的主公：\n感谢您参加【消耗不停豪礼不停】活动，活动期间，您累计消耗2000钻石，获得金币*4，请点击附件进行领取,活动系统,422,1
423,1,423,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,423,6
424,1,424,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,424,6
425,1,425,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,425,5
426,1,426,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,426,5
427,1,427,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,427,2
428,1,428,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,428,2
429,1,429,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,429,2
430,1,430,二月超值登录好礼,尊敬的主公：\n感谢您参加【二月超值登录好礼】活动，活动期间，您累计登陆3天，获得转盘券*4，请点击附件进行领取,活动系统,430,1
431,1,431,二月超值登录好礼,尊敬的主公：\n感谢您参加【二月超值登录好礼】活动，活动期间，您累计登陆7天，获得武将孙尚香，请点击附件进行领取,活动系统,431,1
432,1,432,二月超值登录好礼,尊敬的主公：\n感谢您参加【二月超值登录好礼】活动，活动期间，您累计登陆14天，获得武将黄忠，请点击附件进行领取,活动系统,432,1
433,1,433,二月超值登录好礼,尊敬的主公：\n感谢您参加【二月超值登录好礼】活动，活动期间，您累计登陆28天，获得武将刘备，请点击附件进行领取,活动系统,433,1
434,1,434,征战不息好礼不停,尊敬的主公：\n感谢您参加【征战不息好礼不停】活动，活动期间，您累计充值1000钻石，获得转盘券*8，请点击附件进行领取,活动系统,434,1
435,1,435,征战不息好礼不停,尊敬的主公：\n感谢您参加【征战不息好礼不停】活动，活动期间，您累计充值3000钻石，获得金币*6，转盘券*10，请点击附件进行领取,活动系统,435,2
436,1,436,征战不息好礼不停,尊敬的主公：\n感谢您参加【征战不息好礼不停】活动，活动期间，您累计充值5000钻石，获得玄武石*50，转盘券*20，请点击附件进行领取,活动系统,436,2
437,1,437,战起八方血洗天下,尊敬的主公：\n感谢您参加【战起八方血洗天下】活动，活动期间，您累计充值1000钻石，获得金币*2，请点击附件进行领取,活动系统,437,1
438,1,438,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗2000钻石，获得金币*4，请点击附件进行领取,活动系统,438,1
439,1,439,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗5000钻石，获得转盘券*40，请点击附件进行领取,活动系统,439,1
440,1,440,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗8000钻石，获得金钥匙*5，金币*1，请点击附件进行领取,活动系统,440,2
441,1,441,福泽天下耗尽甘来,尊敬的主公：\n感谢您参加【福泽天下耗尽甘来】活动，活动期间，您累计消耗10000钻石，获得青龙石*30，请点击附件进行领取,活动系统,441,1
442,1,442,银币大放送,尊敬的主公：\n感谢您参加【银币大放送】活动，活动期间，您累计消耗1000钻石，获得银币*4，请点击附件进行领取,活动系统,442,1
443,1,443,助战超回馈,尊敬的主公：\n感谢您参加【助战超回馈】活动，活动期间，您累计充值1000钻石，获得转盘券*12，请点击附件进行领取,活动系统,443,1
444,1,444,助战超回馈,尊敬的主公：\n感谢您参加【助战超回馈】活动，活动期间，您累计充值3000钻石，获得青龙石*5，白虎石*5，朱雀石*5，玄武石*10，请点击附件进行领取,活动系统,444,4
445,1,445,助战超回馈,尊敬的主公：\n感谢您参加【助战超回馈】活动，活动期间，您累计充值8000钻石，获得金币*8，金钥匙*3，请点击附件进行领取,活动系统,445,2
446,1,446,消耗不停好礼不停,尊敬的主公：\n感谢您参加【消耗不停好礼不停】活动，活动期间，您累计消耗2000钻石，获得金币*4，请点击附件进行领取,活动系统,446,1
447,1,447,心心相印,尊敬的主公：\n感谢您参加【心心相印】活动，活动期间，您累计充值1000钻石，获得转盘券*4，银币*2，传承卷*10，请点击附件进行领取,活动系统,447,3
448,1,448,银光倾泻超值回馈,尊敬的主公：\n感谢您参加【银光倾泻超值回馈】活动，活动期间，您累计消耗1000钻石，获得银钥匙*5，银币*2，请点击附件进行领取,活动系统,448,2
449,1,449,消耗不停豪礼不停,尊敬的主公：\n感谢您参加【消耗不停豪礼不停】活动，活动期间，您累计消耗2000钻石，获得金钥匙*1，金币*1，银币*2，请点击附件进行领取,活动系统,449,3
450,1,450,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,450,6
451,1,451,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,451,6
452,1,452,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,452,5
453,1,453,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,453,5
454,1,454,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,454,2
455,1,455,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,455,2
456,1,456,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,456,2
5800,1,5800,来自民众的问候,尊敬的主公：\n\n你已经完成了一个新年限定事件！\n\n遗憾的是，你没有得到任何一位武将的好感……\n\n不过，你最近的辛勤劳动得到了民众们的一致好评，大家决定赠送一张【贺岁富商】卡片给你作为新年的礼物！！\n\n如果你收到了新的邀请函，欢迎再次参与新年限定事件，也许下一次你可以得到一张不错的武将卡呢~,派遣系统,5800,1
5715,1,5715,来自铁蛋的问候,尊敬的主公：\n\n你已经提前完成了一个新年限定事件！\n\n你在事件中的选择得到了铁蛋的忠诚和好感，他决定拿出全部的家当交给你——整整【58颗钻石】！！\n\n如果你收到了新的邀请函，欢迎再次参与新年限定事件，也许下一次你可以得到一张不错的武将卡呢~,派遣系统,5715,1
5716,1,5716,来自落魄盗贼的问候,尊敬的主公：\n\n你已经提前完成了一个新年限定事件！\n\n你在事件中的选择得到了落魄盗贼的忠诚和好感，他决定以后都为你效力了！遗憾的是，这位前盗贼并没有强到建立一张武将卡，所以他决定给予你【30000卡魂】，并且承诺，等他足够强大了之后，一定会为你出征打天下！\n\n如果你收到了新的邀请函，欢迎再次参与新年限定事件，也许下一次你可以得到一张不错的武将卡呢~,派遣系统,5716,1
